165	1775.5	1786.88	54.74	54.19	4.89	4.022	5.1	0	354.31	2.12	29.501	100	52	0.8	0.86	60	0
168	1798.3	1802	50.949	54.786	5.189	4	5.5	0	350.37	2.08	31.012	100	52	0.8	0.78	60	0
171	1861.38	1871.38	55.465	49.79	4.215	3.562	4.841	0	362.37	2.2	26.268	100	52	0.8	0.87	60	0
173	1889.15	1894.25	48.07	49.11	4.287	3.83	4.764	0	373.75	2.093	27.34	100	52	0.8	0.72	60	0
177	1573	1583	57	17	5.9	2.264	6.7	0	360	2.19	28.06	90	55	0.8	0.86	33	0
178	1589	1594	61.21	19.53	7.18	3.17	7.9	0	353	2.18	29.53	90	55	0.8	0.98	33	0
183	1627.5	1638.5	58.86	17	7.87	3.194	8	0	347	2.15	29.05	90	55	0.8	0.91	33	0
185	1647	1649	51	18.4	6.7	3	7.2	0	360	2.12	28.87	90	55	0.8	0.69	33	0
188	1693	1707	58.05	19.06	4.5	1.801	4.8	0	359	2.18	27.7	90	55	0.8	0.89	33	0
190	1757.5	1763.5	58	12	8.4	2.025	8.8	0	345	2.182	25.26	90	55	0.8	0.89	33	0
191	1767.5	1783.5	58	10	6.29	1.866	6.4	0	338	2.168	24.4	90	55	0.8	0.89	33	0
192	1787	1796.5	56.024	11.628	5.69	1.866	5.767	0	331.48	2.2	26.94	90	55	0.8	0.83	33	0
193	1800.5	1826.5	55.27	12	5.92	1.941	6.2	0	342.51	2.13	27.33	90	55	0.8	0.81	33	0
195	1449.13	1463.8	83.535	51.52	4.983	3.893	0	0	344.229	2.194	26.424	123	68	0.8	1.08	71	0
196	1465.6	1479.5	83.653	43.383	5.681	3.94	0	0	377.108	2.097	29.818	123	68	0.8	1.08	71	0
197	1479.5	1488.5	81.724	49.238	5.062	3.714	0	0	372.857	2.109	32.818	123	68	0.8	1.05	71	0
198	1492.5	1503.5	72.813	49.71	5.287	3.866	0	0	358.159	2.147	29.625	123	68	0.8	0.89	71	0
199	1512	1517	80.403	60.423	5.574	4.507	0	0	332.53	2.267	25.267	123	68	0.8	1.03	71	0
200	1520.5	1527.58	80.136	59.76	4.409	3.562	0	0	374.84	2.156	31.863	123	68	0.8	1.02	71	0
202	1543.5	1556.4	81.585	52.549	4.521	3.6	0	0	359.1	2.15	29.973	123	68	0.8	1.05	71	0
