dept	gr	sp	cal	lld	msfl	lls	hac	den	cnl	rmn	rmg
1385.125	110.288	64.939	23.731	3.976	4.528	3.705	272.848	2.466	24.292	3.574	3.282
1385.25	113.158	65.355	23.173	3.703	4.142	3.479	286.822	2.435	25.41	3.361	3.161
1385.375	114.873	65.586	22.863	3.607	3.713	3.4	304.479	2.437	25.673	2.762	2.496
1385.5	116.066	65.892	22.567	3.506	3.85	3.337	288.111	2.473	26.067	2.548	2.436
1385.625	116.169	66.084	22.467	3.52	3.807	3.338	270.165	2.495	27.019	2.719	2.526
1385.75	116.631	66.378	22.434	3.658	4.332	3.423	281.74	2.507	28.245	3.147	2.979
1385.875	116.56	66.56	22.444	3.703	4.211	3.467	266.434	2.516	27.998	3.147	3.07
1386	117.724	66.811	22.445	3.661	3.908	3.444	280.853	2.529	27.079	2.719	2.617
1386.125	118.676	66.969	22.46	3.551	3.823	3.361	293.407	2.508	26.954	2.591	2.556
1386.25	119.76	67.157	22.47	3.309	3.793	3.197	320.078	2.467	27.272	2.548	2.526
1386.375	120.44	67.24	22.443	3.222	3.507	3.115	324.907	2.474	27.295	2.548	2.466
1386.5	120.864	67.269	22.404	3.243	3.628	3.126	289.758	2.527	27.87	2.633	2.556
1386.625	120.353	67.248	22.36	3.3	3.619	3.174	293.839	2.548	28.279	2.633	2.556
1386.75	119.586	67.192	22.321	3.436	4.056	3.305	270.735	2.531	27.937	2.89	2.738
1386.875	120.403	67.153	22.303	3.526	4.392	3.391	280.934	2.509	27.468	2.976	2.798
1387	123.189	67.115	22.289	3.678	4.322	3.513	280.85	2.49	26.873	3.018	2.919
1387.125	125.365	67.088	22.287	3.671	4.296	3.526	285.371	2.489	26.514	2.933	2.798
1387.25	125.777	67.06	22.32	3.551	4.195	3.45	284.324	2.483	26.009	2.976	2.889
1387.375	124.395	67.022	22.384	3.532	4.026	3.432	297.147	2.48	25.991	2.804	2.707
1387.5	121.623	66.935	22.523	3.574	3.769	3.459	317.124	2.487	25.831	2.804	2.677
1387.625	119.321	66.871	22.634	3.589	3.892	3.46	287.848	2.496	25.74	2.976	2.859
1387.75	117.875	66.804	22.752	3.698	4.562	3.519	285.842	2.516	26.923	3.361	3.402
1387.875	117.564	66.795	22.814	3.764	4.566	3.55	294.571	2.527	27.98	3.275	3.312
1388	118.784	66.787	22.837	3.664	4.372	3.452	298.44	2.526	27.84	3.061	3.07
1388.125	120.792	66.747	22.867	3.489	4.199	3.293	300.632	2.505	27.05	2.847	2.828
1388.25	121.491	66.428	22.903	3.334	3.847	3.127	307.109	2.472	27.028	2.548	2.345
1388.375	120.437	65.859	22.892	3.267	3.807	3.064	327.019	2.467	27.153	2.633	2.315
1388.5	116.723	63.952	22.903	3.022	4.31	2.875	284.259	2.475	25.674	2.933	2.768
1388.625	111.611	61.704	22.792	3.036	4.738	2.894	283.896	2.474	24.308	3.147	3.251
1388.75	100.582	56.887	22.522	3.448	4.111	3.278	292.352	2.449	23.127	3.018	2.496
1388.875	92.476	53.008	22.238	3.814	4.68101	3.648	281.522	2.418	22.923	3.403	2.556
1389	80.969	46.954	21.728	4.458	7.031	4.269	290.391	2.362	23.165	4.772	3.584
1389.125	75.278	43.187	21.454	5.23001	7.087	4.92401	288.646	2.325	23.979	5.285	3.825
1389.25	70.471	38.809	21.164	7.50401	9.372	6.61901	299.803	2.282	24.886	5.713	4.158
1389.375	69.185	37.24	21.079	8.97501	8.21	8.04001	299.532	2.264	24.745	6.141	4.52
1389.5	68.761	37.349	21.096	11.66	11.623	10.321	291.104	2.25	24.395	7.039	5.034
1389.625	70.34	39.024	21.239	12.528	13.466	11.108	290.986	2.241	24.354	7.168	5.095
1389.75	77.872	43.337	21.632	10.106	14.835	8.91499	299.788	2.255	24.555	6.74	5.215
1389.875	86.5771	46.923	22.049	7.10299	9.73697	6.68499	307.231	2.3	24.65	5.19999	4.73199
1390	101.866	52.511	22.788	4.44399	3.873	4.53499	307.705	2.393	25.784	2.89	2.194
1390.125	109.977	55.969	23.221	3.443	3.661	3.636	294.43	2.451	26.799	2.676	2.073
1390.25	115.386	60.216	23.746	2.767	3.528	2.897	298.462	2.514	27.53	2.762	2.466
1390.375	113.841	62.178	23.852	2.867	3.665	2.889	283.585	2.534	27.775	2.847	2.345
1390.5	109.278	63.834	23.774	3.362	3.874	3.258	268.716	2.519	27.642	2.804	2.375
1390.625	107.056	64.313	23.594	3.631	4.142	3.5	274.577	2.5	26.956	3.104	2.436
1390.75	104.726	64.576	23.295	3.88	4.618	3.777	280.723	2.499	25.683	3.746	3.554
1390.875	105.974	64.615	23.159	3.963	4.632	3.9	276.331	2.508	25.085	3.703	3.433
1391	111.169	64.556	23.037	3.849	4.523	3.892	275.899	2.513	25.181	3.703	3.614
1391.125	114.634	64.458	22.997	3.719	4.461	3.822	282.979	2.512	25.842	3.617	3.523
1391.25	117.605	64.167	22.963	3.627	4.411	3.761	284.653	2.513	26.92	3.532	3.191
1391.375	116.273	63.838	22.952	3.615	4.75	3.762	286.93	2.515	26.863	3.532	3.312
1391.5	110.096	63.107	22.969	3.679	4.851	3.813	281.144	2.505	25.763	3.532	3.282
1391.625	105.805	62.49	22.993	3.779	5.024	3.904	277.515	2.484	25.532	3.617	3.191
1391.75	102.097	61.451	23.017	3.921	5.077	4.006	279.458	2.45	25.826	3.831	2.97901
1391.875	101.648	60.626	23.033	3.893	5.186	3.965	278.494	2.435	25.591	4.216	4.218
1392	103.345	58.901	23.056	3.739	6.02599	3.865	298.031	2.43	24.335	4.344	4.369
1392.125	104.444	57.15	23.059	3.755	4.743	3.866	293.283	2.432	23.467	3.788	3.614
1392.25	101.816	53.41	22.914	3.972	4.607	4.044	277.658	2.431	23.212	3.831	3.705
1392.375	97.073	50.16	22.737	4.01	4.589	4.098	260.861	2.427	23.379	3.831	3.463
1392.5	88.173	44.341	22.292	4.298	6.39101	4.34	250.694	2.401	23.251	4.302	3.282
1392.625	82.135	40.021	22.015	4.557	6.87299	4.572	265.675	2.364	22.932	4.687	3.493
1392.75	74.974	33.404	21.702	4.801	6.862	4.797	273.795	2.295	22.731	4.729	3.614
1392.875	71.03	29.26	21.572	4.865	7.653	4.872	288.592	2.257	22.838	5.243	3.977
1393	66.088	23.746	21.531	5.143	7.528	5.098	289.892	2.223	23.286	5.029	3.674
1393.125	64.438	20.586	21.53	5.377	9.31301	5.291	290.96	2.205	24.111	4.9	3.463
1393.25	63.059	16.5	21.607	5.587	10.506	5.475	301.514	2.179	25.449	5.371	3.674
1393.375	62.284	14.161	21.677	5.728	10.16	5.601	303.312	2.171	25.731	5.414	3.705
1393.5	62.247	11.137	21.777	5.876	10.167	5.745	298.369	2.171	25.2	5.585	3.765
1393.625	62.687	9.42499	21.825	5.892	9.783	5.784	289.656	2.172	25.086	5.67	3.825
1393.75	63.929	7.35299	21.859	5.871	9.348	5.798	288.288	2.172	25.547	5.67	4.037
1393.875	64.652	6.32399	21.863	5.904	9.151	5.835	284.616	2.173	25.944	5.799	4.007
1394	64.313	5.356	21.883	6.039	8.35899	5.952	287.298	2.173	26.618	5.756	3.916
1394.125	63.767	5.138	21.914	6.163	7.763	6.054	292.224	2.174	26.806	5.628	3.795
1394.25	62.428	5.524	21.984	6.301	7.495	6.17	283.826	2.178	25.784	5.542	3.614
1394.375	61.438	6.36601	22.039	6.555	7.894	6.372	285.077	2.184	24.617	5.499	3.554
1394.5	61.979	8.67401	22.09	7.169	8.536	6.809	302.411	2.194	24.066	5.457	3.705
1394.625	63.774	11.01	22.1	7.459	8.586	7.005	304.971	2.202	24.601	5.499	3.674
1394.75	69.012	15.436	22.171	6.78799	8.76199	6.47199	305.243	2.211	24.874	5.285	3.402
1394.875	73.249	18.556	22.225	5.91	8.09501	5.809	290.904	2.224	24.531	5.243	3.372
1395	77.382	22.673	22.272	5.455	9.34098	5.489	279.707	2.28	23.827	5.285	3.584
1395.125	77.999	24.746	22.27	5.383	6.42699	5.433	257.66	2.318	23.354	4.558	3.463
1395.25	76.722	26.725	22.025	5.518	8.82701	5.498	288.532	2.316	23.208	4.986	3.312
1395.375	74.579	27.217	21.877	5.95301	9.173	5.758	293.279	2.278	24.16	5.371	3.674
1395.5	72.855	26.934	21.714	7.542	9.43301	6.954	281.969	2.23	25.857	5.499	3.705
1395.625	73.064	26.436	21.685	7.952	10.85	7.403	275.832	2.224	25.502	5.457	3.705
1395.75	72.889	25.926	21.734	7.786	10.748	7.388	272.579	2.237	23.498	5.371	3.554
1395.875	73.387	25.935	21.75	7.515	10.541	7.213	271.889	2.245	22.997	5.371	3.584
1396	73.886	26.415	21.739	7.325	13.563	7.065	272.95	2.253	23.899	5.542	3.674
1396.125	73.745	27.01	21.715	7.329	13.515	7.084	280.78	2.256	24.471	5.628	3.765
1396.25	74.556	28.298	21.69	7.033	10.605	6.836	282.738	2.266	24.215	5.542	3.674
1396.375	75.14	29.466	21.696	6.948	10.832	6.693	280.894	2.277	23.847	5.542	3.705
1396.5	76.209	31.874	21.756	7.90101	9.40998	7.37301	270.201	2.296	24.042	5.2	3.523
1396.625	77.369	34.018	21.83	8.767	7.32401	8.062	265.432	2.298	24.484	5.072	3.402
1396.75	79.29	37.916	22.08	8.09599	13.49	7.34899	269.474	2.287	25.91	5.24301	3.342
1396.875	81.281	40.612	22.319	6.85799	16.264	6.318	272.702	2.295	26.875	5.713	3.584
1397	85.53	44.027	22.672	5.74799	11.4079	5.511	278.429	2.356	26.966	5.02899	3.795
1397.125	87.522	45.631	22.794	5.02299	5.235	5.012	264.509	2.409	25.959	4.045	3.433
1397.25	87.468	47.029	22.686	4.03	5.603	4.211	257.829	2.436	24.349	4.216	3.463
1397.375	85.791	47.437	22.515	3.961	5.73601	4.06	267.748	2.399	23.841	4.131	2.919
1397.5	83.585	47.607	22.375	4.548	8.239	4.444	284.574	2.309	23.056	4.687	3.402
1397.625	84.499	47.778	22.445	4.833	6.838	4.662	287.092	2.273	22.647	4.558	3.402
1397.75	88.579	48.783	22.744	4.983	5.871	4.82	288.525	2.284	22.688	4.815	4.218
1397.875	92.236	50.143	22.915	4.729	5.96101	4.646	280.232	2.335	22.686	4.9	4.369
1398	98.179	52.992	22.959	4.243	6.20399	4.262	276.49	2.424	22.346	4.772	4.369
1398.125	102.036	55.096	22.865	3.906	5.27599	3.95	278.057	2.44	22.674	4.17299	4.128
1398.25	108.458	58.111	22.624	3.397	3.99399	3.481	326.085	2.381	24.961	3.018	2.798
1398.375	113.355	59.874	22.512	3.007	3.311	3.127	380.251	2.324	27.319	2.334	2.254
1398.5	120.729	62.083	22.449	2.578	3.098	2.667	391.384	2.281	30.73	2.12	2.012
1398.625	124.168	63.227	22.459	2.426	3.115	2.489	364.556	2.278	32.804	1.992	1.952
1398.75	124.689	64.434	22.507	2.382	3.141	2.378	332.936	2.296	36.117	1.906	1.922
1398.875	123.579	64.945	22.524	2.424	3.103	2.391	337.707	2.31	37.728	1.821	1.831
1399	122.114	65.398	22.565	2.463	3.039	2.413	340.176	2.326	38.479	1.906	1.892
1399.125	121.524	65.594	22.588	2.479	3.069	2.428	308.706	2.343	38.26	2.163	2.073
1399.25	122.988	65.803	22.559	2.526	3.45	2.469	279.69	2.368	36.844	2.035	2.073
1399.375	124.19	65.906	22.491	2.546	3.238	2.498	301.218	2.378	34.992	2.077	2.164
1399.5	125.224	66.016	22.369	2.479	3.272	2.445	286.365	2.364	31.859	2.035	1.982
1399.625	125.091	66.059	22.296	2.419	3.396	2.394	299.636	2.347	31.105	2.077	2.073
1399.75	121.926	66.086	22.305	2.486	3.099	2.465	368.917	2.359	32.13	1.906	2.012
1399.875	119.719	66.076	22.364	2.608	3.324	2.577	348.44	2.397	32.024	1.863	1.892
1400	118.175	66.078	22.467	2.732	3.337	2.714	277.023	2.456	29.391	2.847	2.707
1400.125	118.192	66.115	22.504	2.825	3.686	2.816	254.165	2.47	27.666	2.847	2.828
1400.25	118.34	66.241	22.515	2.98	3.517	2.966	347.345	2.449	28.211	2.633	2.617
1400.375	118.12	66.379	22.508	2.947	3.3	2.966	368.232	2.416	29.677	2.505	2.496
1400.5	119.175	66.638	22.458	2.757	3.283	2.803	343.892	2.366	31.525	2.419	2.375
1400.625	121.361	66.836	22.41	2.683	3.292	2.722	344.684	2.36	32.259	2.248	2.133
1400.75	123.495	67.107	22.335	2.623	3.142	2.66	346.231	2.39	31.798	2.291	2.254
1400.875	123.079	67.257	22.296	2.61	3.2	2.636	319.953	2.395	30.368	2.291	2.224
1401	122.6	67.407	22.341	2.645	3.397	2.627	304.314	2.372	28.41	2.163	2.103
1401.125	122.411	67.505	22.426	2.653	3.32	2.631	311.907	2.367	28.719	2.12	2.103
1401.25	123.686	67.627	22.616	2.532	3.537	2.513	310.705	2.408	31.814	2.334	2.556
1401.375	124.572	67.705	22.736	2.511	3.516	2.478	332.599	2.433	33.399	2.163	2.254
1401.5	124.778	67.822	22.798	2.537	3.134	2.471	330.718	2.42	31.969	1.992	1.952
1401.625	126.273	67.903	22.782	2.488	3.527	2.382	316.954	2.391	29.459	2.077	2.254
1401.75	127.985	68.032	22.712	2.358	3.93199	2.218	316.803	2.36	27.404	2.163	2.496
1401.875	127.708	68.117	22.676	2.419	3.223	2.227	358	2.37	27.795	2.035	2.164
1402	125.608	68.238	22.737	2.447	3.059	2.272	376.341	2.409	29.263	1.863	1.98201
1402.125	123.141	68.31	22.827	2.259	3.71102	2.101	341.253	2.437	30.12	2.37701	3.13102
1402.25	120.42	68.4	22.973	2.142	3.429	1.997	301.883	2.458	30.042	1.99199	2.76799
1402.375	119.89	68.447	23.053	2.109	3.38301	1.976	346.587	2.46	29.883	1.521	1.922
1402.5	119.939	68.496	23.068	2.147	3.134	2.077	342.762	2.46	30.608	1.692	1.982
1402.625	120.317	68.516	23.027	2.081	3.31201	2.03	342.689	2.448	31.313	1.863	2.133
1402.75	121.176	68.531	22.9	2.337	3.72	2.299	306.251	2.417	30.263	2.505	2.70699
1402.875	121.305	68.534	22.771	2.452	3.341	2.427	330.231	2.397	28.937	2.12	2.194
1403	122.401	68.529	22.563	2.617	3.454	2.634	352.14	2.39	28.238	1.949	1.982
1403.125	123.907	68.52	22.444	2.595	3.124	2.656	364.37	2.399	28.606	1.821	1.771
1403.25	125.588	68.498	22.339	2.491	3.319	2.612	344.068	2.404	29.602	1.906	1.922
1403.375	125.639	68.478	22.361	2.421	3.462	2.569	314.998	2.391	30.004	2.077	2.073
1403.5	123.722	68.446	22.469	2.419	3.159	2.578	339.607	2.37	30.152	1.863	1.922
1403.625	122.846	68.427	22.557	2.493	3.203	2.638	332.347	2.378	29.896	1.863	2.012
1403.75	125.688	68.412	22.595	2.511	3.32	2.626	342.626	2.409	30.309	2.035	2.194
1403.875	129.742	68.418	22.571	2.437	3.245	2.538	318.316	2.411	30.846	2.334	2.436
1404	137.642	68.457	22.486	2.267	3.047	2.354	304.741	2.377	31.429	1.778	1.952
1404.125	144.059	68.506	22.459	2.239	3.245	2.311	304.486	2.353	32.233	1.863	2.012
1404.25	151.877	68.606	22.502	2.082	3.343	2.122	336.163	2.353	33.4	1.607	1.861
1404.375	156.564	68.686	22.555	2.078	2.942	2.084	362.506	2.373	33.505	1.607	1.922
1404.5	160.426	68.807	22.649	2.049	3.081	2.027	346.219	2.397	32.532	1.735	1.952
1404.625	157.763	68.88	22.715	2.081	3.386	2.048	341.897	2.404	32.479	1.863	2.103
1404.75	147.907	68.961	22.833	2.045	3.147	2.014	340.938	2.41	32.479	1.821	2.043
1404.875	139.865	68.989	22.919	1.983	3.242	1.936	332.88	2.415	32.189	1.65	1.952
1405	128.73	68.988	23.026	1.833	3.057	1.821	335.055	2.426	32.148	1.564	1.801
1405.125	123.298	68.958	23.071	1.873	3.044	1.87	360.44	2.44	31.796	1.821	1.892
1405.25	116.767	68.875	23.098	2.282	3.284	2.286	344.927	2.462	30.248	1.65	2.043
1405.375	113.416	68.798	23.085	2.395	3.34302	2.424	315.101	2.478	28.536	2.59102	3.10003
1405.5	113.258	68.661	23.061	2.665	5.02798	2.694	275.435	2.489	26.897	3.87398	5.72896
1405.625	116.303	68.559	23.015	2.653	3.598	2.739	324.164	2.464	26.533	2.46199	2.707
1405.75	122.436	68.401	22.936	2.353	3.262	2.556	326.814	2.372	27.8	1.778	2.16399
1405.875	124.615	68.3	22.866	1.989	2.853	2.206	369.56	2.316	30.744	1.607	1.71
1406	124.964	68.167	22.795	1.824	2.916	2.004	356.39	2.293	35.53	1.478	1.589
1406.125	124.115	68.099	22.706	1.839	2.972	2.005	334.945	2.296	37.089	1.778	1.741
1406.25	122.763	68.041	22.596	1.97	3.002	2.129	346.02	2.29	36.782	1.863	1.922
1406.375	122.544	68.037	22.549	2.119	2.933	2.316	344.455	2.291	35.264	1.906	2.012
1406.5	121.95	68.086	22.518	2.237	3.004	2.431	375.54	2.311	33.542	1.821	1.831
1406.625	121.293	68.152	22.576	2.238	3.101	2.43	344.243	2.32	33.366	1.821	1.861
1406.75	119.925	68.287	22.644	2.089	2.996	2.275	343.269	2.309	35.66	1.564	1.741
1406.875	119.252	68.391	22.676	1.99	2.897	2.182	386.26	2.298	37.094	1.564	1.68
1407	118.877	68.548	22.697	1.865	2.856	2.036	342.23	2.307	37.127	1.65	1.71
1407.125	117.431	68.644	22.707	1.884	2.89	2.038	314.768	2.341	36.388	1.564	1.741
1407.25	114.596	68.763	22.692	2.104	3.11601	2.225	330.365	2.415	33.435	1.692	2.073
1407.375	113.351	68.822	22.674	2.217	3.80401	2.31	312.807	2.441	30.971	2.035	2.556
1407.5	112.905	68.874	22.623	2.305	3.112	2.379	314.274	2.416	28.884	2.035	2.164
1407.625	114.313	68.884	22.607	2.169	3.315	2.247	344.993	2.397	29.656	1.906	2.012
1407.75	115.001	68.859	22.655	2.136	3.2	2.203	325.603	2.44	31.754	1.821	2.043
1407.875	113.157	68.815	22.686	2.257	3.145	2.304	335.163	2.503	31.805	1.906	2.103
1408	108.882	68.708	22.727	2.346	5.08606	2.398	298.978	2.556	29.682	5.11404	5.30607
1408.125	107.478	68.613	22.723	2.369	5.56697	2.418	252.383	2.543	28.072	9.905	12.347
1408.25	110.6	68.443	22.689	2.572	4	2.62	323.868	2.492	26.605	2.163	2.94899
1408.375	114.928	68.322	22.645	2.742	3.379	2.835	323.621	2.452	27.242	1.821	2.28399
1408.5	120.946	68.147	22.525	2.342	3.18	2.461	350.012	2.398	31.12	1.992	1.952
1408.625	123.85	68.047	22.393	2.239	3.251	2.362	334.837	2.366	34.505	2.163	2.133
1408.75	125.799	67.938	22.23	2.316	3.027	2.476	361.226	2.329	37.237	1.906	1.952
1408.875	126.014	67.897	22.165	2.39	2.982	2.595	339.615	2.313	36.56	1.821	1.861
1409	124.901	67.883	22.156	2.382	3.058	2.64	315.801	2.321	33.643	1.906	1.861
1409.125	122.714	67.9	22.208	2.362	3.069	2.651	329.084	2.345	31.775	1.949	1.982
1409.25	121.165	67.954	22.243	2.294	2.802	2.598	318.357	2.368	31.352	1.863	1.952
1409.375	121.844	68	22.274	2.252	2.877	2.548	357.914	2.365	33.521	1.692	1.741
1409.5	122.067	68.072	22.33	2.212	2.825	2.509	352.733	2.345	35.645	1.564	1.65
1409.625	121.172	68.116	22.382	2.318	3.049	2.604	330.353	2.337	34.078	1.692	1.831
1409.75	117.908	68.173	22.491	2.582	3.25	2.872	312.015	2.344	30.454	2.035	2.012
1409.875	116.382	68.2	22.536	2.622	3.786	2.874	294.155	2.36	30.462	2.248	2.284
1410	119.471	68.222	22.552	2.642	3.074	2.82	309.002	2.368	32.668	1.863	2.012
1410.125	123.272	68.219	22.562	2.533	2.878	2.661	363.248	2.349	32.851	1.564	1.589
1410.25	126.198	68.179	22.566	2.139	3.045	2.204	332.584	2.325	32.12	1.821	1.831
1410.375	124.339	68.122	22.583	1.788	2.915	1.828	323.434	2.339	32.295	1.821	1.801
1410.5	114.186	67.986	22.631	1.85301	3.25301	1.87001	343.747	2.4	34.039	1.735	1.952
1410.625	104.964	67.864	22.655	2.55101	3.22	2.51001	339.903	2.442	33.821	1.77801	2.01201
1410.75	93.174	67.645	22.706	3.648	10.2901	3.445	270.152	2.501	30.016	6.14104	6.54505
1410.875	88.854	67.489	22.725	3.962	11.905	3.705	167.597	2.536	26.413	9.73397	10.836
1411	90.899	67.266	22.738	4.66401	5.13999	4.25401	225.296	2.534	22.709	3.48898	4.21797
1411.125	96.4491	67.14	22.71	5.514	3.85699	5.022	277.906	2.49	22.2	2.163	2.37499
1411.25	106.65	67.002	22.673	3.95099	10.293	3.99799	258.24	2.411	23.375	2.80401	2.40502
1411.375	112.873	66.948	22.676	2.912	5.29998	3.04399	230.333	2.371	25.115	3.83098	4.27898
1411.5	118.789	66.916	22.683	2.526	3.177	2.542	353.06	2.313	27.85	2.206	2.164
1411.625	120.41	66.92	22.72	2.617	2.983	2.613	362.216	2.292	28.917	2.077	2.073
1411.75	120.792	66.945	22.732	2.211	2.85	2.262	357.756	2.325	30.589	1.778	1.65
1411.875	119.852	66.965	22.731	2.109	3.235	2.156	307.885	2.37	32.21	1.992	1.982
1412	118.618	66.994	22.715	2.413	3.201	2.434	306.799	2.399	32.553	1.992	1.74101
1412.125	118.334	67.013	22.699	2.89901	3.34201	2.902	300.535	2.407	30.801	2.334	2.164
1412.25	117.398	67.047	22.708	3.359	3.59701	3.338	271.429	2.434	28.511	2.97601	3.1
1412.375	117.428	67.077	22.691	3.185	4.736	3.192	273.663	2.428	28.969	3.275	3.01
1412.5	118.951	67.14	22.663	2.981	3.066	3.03	358.516	2.36	31.472	2.24799	2.25399
1412.625	121.088	67.195	22.611	2.726	2.823	2.808	410.977	2.312	32.553	1.735	1.801
1412.75	124.404	67.297	22.505	2.218	2.823	2.28	342.309	2.287	33.324	1.65	1.741
1412.875	125.359	67.376	22.464	2.01	3.01	2.024	323.014	2.284	34.01	1.564	1.589
1413	125.531	67.509	22.448	2.168	2.936	2.093	331.372	2.291	36.175	1.735	1.741
1413.125	124.632	67.605	22.469	2.249	2.959	2.168	332.16	2.307	37.464	1.778	1.831
1413.25	121.665	67.755	22.57	2.309	3.037	2.198	319.93	2.344	36.918	1.735	1.801
1413.375	119.621	67.854	22.638	2.357	2.916	2.22	324.923	2.357	35.78	1.692	1.771
1413.5	117.224	67.993	22.718	2.337	3.011	2.182	341.982	2.349	35.801	1.65	1.831
1413.625	116.05	68.075	22.755	2.3	2.933	2.145	326.177	2.335	37.596	1.607	1.65
1413.75	116.65	68.177	22.702	2.249	3.006	2.074	346.545	2.329	39.801	1.478	1.529
1413.875	118.103	68.229	22.646	2.261	3.042	2.07	322.055	2.336	39.931	1.692	1.741
1414	119.375	68.283	22.621	2.22	2.887	2.027	342.583	2.342	38.362	1.65	1.68
1414.125	119.743	68.307	22.633	2.33	2.952	2.113	346.224	2.348	36.978	1.65	1.71
1414.25	118.215	68.325	22.735	2.554	2.96501	2.315	347.839	2.375	35.224	1.735	1.68
1414.375	116.689	68.327	22.78	2.724	3.65899	2.461	322.764	2.392	33.658	1.863	1.77101
1414.5	117.474	68.312	22.797	2.835	3.486	2.558	276.143	2.399	31.858	2.334	2.284
1414.625	119.113	68.29	22.776	2.778	3.332	2.503	287.998	2.395	31.774	2.035	2.34499
1414.75	121.867	68.233	22.748	2.568	2.969	2.357	339.695	2.384	32.84	1.778	1.741
1414.875	122.968	68.18	22.726	2.359	2.973	2.172	369.527	2.374	33.106	1.735	1.71
1415	122.144	68.085	22.707	2.292	2.968	2.082	336.51	2.364	33.715	1.735	1.71
1415.125	120.935	68.017	22.695	2.444	3.064	2.184	317.281	2.389	34.52	1.863	1.952
1415.25	119.49	67.927	22.641	2.772	3.37701	2.464	276.84	2.429	34.612	2.633	2.64701
1415.375	119.621	67.882	22.617	2.833	3.743	2.523	256.927	2.431	34.153	2.89	3.19099
1415.5	121.403	67.854	22.601	2.857	3.55399	2.525	326.773	2.39	33.465	2.54799	2.97899
1415.625	122.666	67.865	22.631	2.793	3.008	2.489	357.432	2.351	32.555	1.778	1.861
1415.75	124.215	67.927	22.677	2.416	3.207	2.174	331.177	2.312	31.424	1.735	1.741
1415.875	124.71	67.995	22.717	2.325	2.991	2.071	357.249	2.295	31.469	1.735	1.801
1416	124.842	68.13	22.719	2.374	2.965	2.072	363.677	2.293	32.064	1.735	1.801
1416.125	125.045	68.234	22.758	2.424	3.023	2.084	342.17	2.309	32.794	1.607	1.741
1416.25	124.777	68.398	22.851	2.425	3.128	2.063	338.006	2.342	34.176	1.906	1.952
1416.375	124.458	68.506	22.904	2.428	2.892	2.071	345.131	2.367	34.349	1.821	1.801
1416.5	124.753	68.653	22.936	2.31	2.921	1.99	366.596	2.398	33.113	1.735	1.831
1416.625	124.824	68.734	22.876	2.184	3.021	1.871	334.186	2.402	31.745	1.735	1.922
1416.75	124.281	68.82	22.798	2.112	2.991	1.799	335.232	2.394	30.693	1.521	1.378
1416.875	123.031	68.853	22.779	2.097	3.111	1.815	342.5	2.408	31.028	1.564	1.71
1417	120.619	68.866	22.787	2.203	3.22601	1.938	331.975	2.445	31.501	1.778	1.861
1417.125	119.714	68.856	22.782	2.334	3.407	2.048	314.461	2.435	31.221	1.821	1.892
1417.25	119.283	68.828	22.702	2.555	3.80099	2.238	303.212	2.37	30.591	2.291	2.375
1417.375	119.791	68.809	22.636	2.682	3.206	2.367	331.08	2.338	32.085	2.163	2.224
1417.5	120.233	68.815	22.576	2.831	3.129	2.568	353.509	2.327	36.276	2.077	2.133
1417.625	119.857	68.829	22.592	2.771	3.156	2.573	348.03	2.331	38.113	1.992	2.012
1417.75	120.03	68.866	22.66	2.621	3.319	2.464	335.259	2.329	37.488	2.035	2.133
1417.875	120.719	68.9	22.68	2.586	3.211	2.44	329.718	2.325	35.553	2.035	2.073
1418	122.082	68.945	22.689	2.541	3.197	2.421	337.099	2.333	33.76	1.863	1.922
1418.125	123.037	68.974	22.675	2.503	3.071	2.385	322.123	2.347	33.959	1.992	1.952
1418.25	123.781	69.024	22.663	2.605	3.025	2.45	334.166	2.362	34.509	1.949	1.922
1418.375	123.814	69.061	22.681	2.624	3.19901	2.459	320.917	2.358	33.791	2.077	1.952
1418.5	123.301	69.124	22.689	2.642	3.39899	2.476	317.247	2.343	32.387	2.163	2.345
1418.625	122.464	69.172	22.693	2.684	3.06501	2.5	337.676	2.331	32.572	1.992	2.012
1418.75	121.651	69.254	22.672	2.655	3.097	2.45	327.531	2.311	34.203	1.863	1.952
1418.875	122.064	69.311	22.636	2.513	3.135	2.297	321.849	2.294	35.12	1.906	2.012
1419	123.004	69.397	22.605	2.365	3.171	2.139	324.98	2.278	35.848	1.949	2.012
1419.125	122.716	69.446	22.581	2.149	3.1	1.965	337.744	2.295	35.759	1.863	2.012
1419.25	119.88	69.501	22.614	2.015	3.201	1.837	338.637	2.385	34.694	1.735	2.012
1419.375	114.937	69.518	22.658	2.383	2.89	2.149	351.24	2.471	34.169	1.735	1.952
1419.5	105.681	69.514	22.693	2.756	4.05507	2.534	316.813	2.55	33.095	2.54802	2.46602
1419.625	101.156	69.494	22.715	2.829	12.8339	2.624	255.794	2.554	30.892	4.30201	4.18801
1419.75	98.772	69.445	22.729	3.495	3.68499	3.225	262.972	2.547	26.82	2.88999	3.43299
1419.875	101.297	69.408	22.733	3.746	3.26302	3.534	315.21	2.559	25.183	2.20601	2.315
