dept	den	cnl
1965.75	2.582	27.0527
1965.875	2.582	26.6
1966	2.58251	26.7
1966.125	2.582	27.0492
1966.25	2.581	27.5
1966.375	2.582	28.452
1966.5	2.58351	29.7052
1966.625	2.58748	31.2039
1966.75	2.58353	32.3
1966.875	2.58753	32.3
1967	2.59508	31.9461
1967.125	2.60409	31.0365
1967.25	2.60955	29.5243
1967.375	2.61188	27.5211
1967.5	2.60587	25.5744
1967.625	2.59886	24.2289
1967.75	2.58985	23.3423
1967.875	2.586	23.5916
1968	2.58741	25.5538
1968.125	2.585	27.9768
1968.25	2.585	30.9217
1968.375	2.586	33.0044
1968.5	2.58338	34.2615
1968.625	2.57776	34.6
1968.75	2.56937	34.5744
1968.875	2.565	34.0366
1969	2.565	33.7
1969.125	2.56665	33.7
1969.25	2.57	33.7
1969.375	2.57134	33.966
1969.5	2.569	34.5666
1969.625	2.57	34.8
1969.75	2.56832	34.8
1969.875	2.56263	34.8
1970	2.55531	34.9692
1970.125	2.5497	35.2698
1970.25	2.55141	35.7295
1970.375	2.55771	35.3289
1970.5	2.56815	33.8413
1970.625	2.57255	31.9105
1970.75	2.566	30.2079
1970.875	2.56374	28.7053
1971	2.56649	27.2028
1971.125	2.57725	25.6253
1971.25	2.59278	24.1733
1971.375	2.61005	23.3238
1971.5	2.62477	23.1537
1971.625	2.62968	23.8225
1971.75	2.61566	23.7
1971.875	2.60721	23.1424
1972	2.60679	22.1618
1972.125	2.6108	21.0399
1972.25	2.61381	20.2386
1972.375	2.61581	19.356
1972.5	2.61882	18.1721
1972.625	2.62183	16.9348
1972.75	2.62383	16.4
1972.875	2.62584	16.7356
1973	2.62915	18.2536
1973.125	2.62615	19.4555
1973.25	2.61828	19.6
1973.375	2.60827	19.7864
1973.5	2.60026	20.8354
1973.625	2.595	23.114
1973.75	2.595	26.0185
1973.875	2.59411	28.834
1974	2.5881	31.1378
1974.125	2.57919	33.2611
1974.25	2.57018	34.7818
1974.375	2.56417	35.4084
1974.5	2.55708	34.8156
1974.625	2.56186	33.6215
1974.75	2.5698	32.3196
1974.875	2.57988	31.1177
1975	2.58789	29.7157
1975.125	2.59491	28.3138
1975.25	2.60192	27.1079
1975.375	2.60993	26.3067
1975.5	2.61303	25.8027
1975.625	2.60904	25.5
1975.75	2.60104	25.3986
1975.875	2.58901	25.6992
1976	2.587	26.1999
1976.125	2.586	26.7004
1976.25	2.58299	27.5016
1976.375	2.57899	28.5029
1976.5	2.57498	29.3042
1976.625	2.574	29.6027
1976.75	2.576	29.7
1976.875	2.57904	29.9081
1977	2.58205	30.9233
1977.125	2.58505	32.9106
1977.25	2.588	32.5881
1977.375	2.588	30.1473
1977.5	2.589	26.8349
1977.625	2.58992	23.6606
1977.75	2.58891	21.783
1977.875	2.58591	21.3908
1978	2.5839	21.4
1978.125	2.5841	21.5
1978.25	2.58922	21.5
1978.375	2.597	21.4117
1978.5	2.596	21.5124
1978.625	2.596	22.426
1978.75	2.59814	23.8546
1978.875	2.6	25.5714
1979	2.59985	27.2597
1979.125	2.59553	28.7467
1979.25	2.58651	30.1648
1979.375	2.57666	31.7674
1979.5	2.56883	33.035
1979.625	2.56282	32.9093
1979.75	2.56094	30.731
1979.875	2.57778	27.1253
1980	2.5928	23.5195
1980.125	2.60141	20.9965
1980.25	2.60279	19.5573
1980.375	2.59856	19
1980.5	2.59277	18.9
1980.625	2.589	19
1980.75	2.588	18.6761
1980.875	2.587	18.1755
1981	2.58925	17.5748
1981.125	2.59526	17.3258
1981.25	2.60179	17.8059
1981.375	2.61281	19.7355
1981.5	2.61928	22.9497
1981.625	2.61872	26.1271
1981.75	2.61313	28.229
1981.875	2.60441	28.222
1982	2.59739	25.9181
1982.125	2.59269	22.8524
1982.25	2.594	20.542
1982.375	2.594	19.1678
1982.5	2.593	18.8
1982.625	2.595	19
1982.75	2.596	19.1
1982.875	2.596	19
1983	2.59735	19.2354
1983.125	2.6	20.3804
1983.25	2.602	22.6938
1983.375	2.603	26.0363
1983.5	2.60162	29.642
1983.625	2.59661	32.4319
1983.75	2.594	33.6
1983.875	2.5968	33.3201
1984	2.60341	32.7189
1984.125	2.60741	32.1588
1984.25	2.60458	32.1
1984.375	2.60158	32.4425
1984.5	2.6	32.6
1984.625	2.60244	32.2687
1984.75	2.60789	30.9779
1984.875	2.61835	28.3846
1985	2.61263	27.6543
1985.125	2.59961	28.6317
1985.25	2.58559	30.6819
1985.375	2.57352	32.8429
1985.5	2.57152	34.293
1985.625	2.57349	34.9489
1985.75	2.576	35
1985.875	2.5765	34.449
1986	2.578	33.1961
1986.125	2.57848	31.7
1986.25	2.57695	31.6523
1986.375	2.56541	32.0529
1986.5	2.55693	32.3
1986.625	2.55254	32.2
1986.75	2.5571	31.9452
1986.875	2.56566	31.4445
1987	2.57612	30.8878
1987.125	2.58213	30.1298
1987.25	2.586	29.0279
1987.375	2.585	28.342
1987.5	2.58241	28.4346
1987.625	2.577	30.3779
1987.75	2.5796	31.7397
1987.875	2.58139	32.0394
1988	2.57939	31.3164
1988.125	2.576	30.4
1988.25	2.57462	30.2875
1988.375	2.57763	31.3894
1988.5	2.58164	32.6913
1988.625	2.583	33.4288
1988.75	2.58335	33.9
1988.875	2.58134	33.9686
1989	2.57867	33.4337
1989.125	2.57366	33.233
1989.25	2.571	32.6648
1989.375	2.57368	31.6635
1989.5	2.58007	30.6245
1989.625	2.59039	29.222
1989.75	2.6007	27.7194
1989.875	2.60371	26.2168
1990	2.59957	24.7857
1990.125	2.59128	24.1
1990.25	2.58282	24.2727
1990.375	2.568	24.7733
1990.5	2.569	25.174
1990.625	2.57275	25.0254
1990.75	2.57951	24.3742
1990.875	2.58752	23.4482
1991	2.594	22.8
1991.125	2.595	22.8
1991.25	2.596	23.0778
1991.375	2.59778	22.6646
1991.5	2.6	21.5836
1991.625	2.59841	20.6797
1991.75	2.58939	21.3037
1991.875	2.58057	25.5911
1992	2.57237	30.0798
1992.125	2.56535	33.2938
1992.25	2.55834	34.4341
1992.375	2.553	33.2986
1992.5	2.552	30.879
1992.625	2.55485	28.5909
1992.75	2.56642	26.2726
1992.875	2.58331	23.6971
1993	2.6006	21.2265
1993.125	2.612	20.3748
1993.25	2.61212	21.0641
1993.375	2.60434	22.7434
1993.5	2.59321	24.268
1993.625	2.5842	24.91
1993.75	2.579	24.247
1993.875	2.57982	22.2526
1994	2.58876	20.0487
1994.125	2.60955	18.8225
1994.25	2.62679	18.7932
1994.375	2.63412	19.769
1994.5	2.62722	21.4722
1994.625	2.6112	23.1852
1994.75	2.59817	24.0914
1994.875	2.59104	24.4
1995	2.59097	24.3
1995.125	2.59398	24.1
1995.25	2.597	24.1
1995.375	2.597	24.2
1995.5	2.59301	24.3995
1995.625	2.589	24.6997
1995.75	2.586	25.3
1995.875	2.58599	25.2977
1996	2.584	24.2964
1996.125	2.57898	22.9903
1996.25	2.56891	21.6908
1996.375	2.55381	20.7963
1996.5	2.53483	20.6044
1996.625	2.51785	21.205
1996.75	2.50789	21.1944
1996.875	2.50294	20.8937
1997	2.50414	20.3862
1997.125	2.51338	19.6924
1997.25	2.53249	19.4
1997.375	2.55753	19.5
1997.5	2.57538	19.8095
1997.625	2.5757	20.2101
1997.75	2.55503	20.6
1997.875	2.51743	20.6886
1998	2.4954	20.088
1998.125	2.48062	20.2
1998.25	2.48227	20.5
1998.375	2.48814	20.714
1998.5	2.489	20.8854
1998.625	2.488	20.5848
1998.75	2.489	19.9841
1998.875	2.49533	19.5835
1999	2.50986	19.6172
1999.125	2.52889	20.1534
1999.25	2.54582	21.1738
1999.375	2.54062	22.6573
1999.5	2.52401	23.1197
1999.625	2.50078	22.5592
1999.75	2.486	21.1949
1999.875	2.485	19.5567
2000	2.48433	18.8223
2000.125	2.47131	19.5459
2000.25	2.45082	20.9943
2000.375	2.43552	22.2484
2000.5	2.43399	22.8
2000.625	2.45053	22.6
2000.75	2.47452	22.4
2000.875	2.45966	22.6268
2001	2.43835	23.1549
2001.125	2.42344	23.6
2001.25	2.42157	23.7
2001.375	2.43288	23.4706
2001.5	2.4479	22.87
2001.625	2.45761	22.2387
2001.75	2.46131	21.7687
2001.875	2.45472	21.7638
2002	2.43605	22.2326
2002.125	2.41101	22.4
2002.25	2.38897	22.7338
2002.375	2.37531	22.5655
2002.5	2.36965	22.1298
2002.625	2.37172	21.4642
2002.75	2.38082	20.8636
2002.875	2.40085	20.363
2003	2.43201	20.3377
2003.125	2.47222	21.5916
2003.25	2.5149	24.0117
2003.375	2.55138	26.8584
2003.5	2.57121	28.2598
2003.625	2.57741	26.8364
2003.75	2.578	25.4754
2003.875	2.57458	25.4843
2004	2.56857	26.8569
2004.125	2.56443	29.3042
2004.25	2.56844	32.0646
2004.375	2.57589	34.0237
2004.5	2.57355	34.3
2004.625	2.56754	33.3159
2004.75	2.563	31.4667
2004.875	2.56542	29.4635
2005	2.58092	27.4603
2005.125	2.59197	25.0085
2005.25	2.595	21.9062
2005.375	2.592	18.6998
2005.5	2.58548	15.7467
2005.625	2.57597	13.7
2005.75	2.56796	13.5558
2005.875	2.56247	15.5155
2006	2.56	19.0386
2006.125	2.56308	23.3309
2006.25	2.57054	26.3635
2006.375	2.57355	27.6449
2006.5	2.57756	27.2442
2006.625	2.58213	26.2308
2006.75	2.58914	24.6718
2006.875	2.59758	23.0269
2007	2.60317	21.8167
2007.125	2.61	22.4359
2007.25	2.611	24.298
2007.375	2.6078	25.9807
2007.5	2.60139	26.8391
2007.625	2.598	26.7615
2007.75	2.59862	27.2243
2007.875	2.60463	28.0256
2008	2.60637	28.7634
2008.125	2.60072	29.3
2008.25	2.59235	29.6
2008.375	2.58635	29.6
2008.5	2.58066	29.468
2008.625	2.585	28.5667
2008.75	2.585	29.0346
2008.875	2.587	30.4396
2009	2.58831	32.3057
2009.125	2.58531	33.5
2009.25	2.5796	33.6
2009.375	2.5743	33.3295
2009.5	2.57471	32.8289
2009.625	2.58044	32.3283
2009.75	2.58872	31.8828
2009.875	2.59327	30.8
2010	2.58826	31.1
2010.125	2.586	31
2010.25	2.58675	31.1
2010.375	2.589	31.2756
2010.5	2.58976	31.5
2010.625	2.59277	31.5769
2010.75	2.59578	31.9775
2010.875	2.59878	32.4781
2011	2.59921	32.8
2011.125	2.59562	32.8
2011.25	2.584	32.6396
2011.375	2.58381	29.7351
2011.5	2.58681	27.0307
2011.625	2.59182	24.9721
2011.75	2.59583	24
2011.875	2.599	24.0665
2012	2.599	24.6839
2012.125	2.59715	25.0845
2012.25	2.59615	25.2
2012.375	2.59686	25
2012.5	2.59986	24.8136
2012.625	2.604	24.4871
2012.75	2.606	24.7
2012.875	2.60312	24.6116
2013	2.58666	24.511
2013.125	2.55424	24.4896
2013.25	2.50626	24.7806
2013.375	2.45564	25.6728
2013.5	2.43042	27.2578
2013.625	2.43469	29.5532
2013.75	2.46036	31.5642
2013.875	2.48887	33
2014	2.49665	33.1
2014.125	2.52269	33.1
2014.25	2.54968	33.6908
2014.375	2.56592	34.7881
2014.5	2.56613	35.7933
2014.625	2.55208	36.4027
2014.75	2.53994	36.3021
2014.875	2.55494	36.0014
2015	2.57895	36.6977
2015.125	2.58001	37.7996
2015.25	2.564	38.4994
2015.375	2.55399	37.2967
2015.5	2.55803	34.4883
2015.625	2.56906	31.3831
2015.75	2.58208	28.7863
2015.875	2.59507	27.0932
2016	2.60504	26.2879
2016.125	2.60905	25.2907
2016.25	2.611	23.9787
2016.375	2.61718	22.6821
2016.5	2.626	22.1132
2016.625	2.626	22.9362
2016.75	2.62592	24.8315
2016.875	2.61674	26.1256
2017	2.60682	26.8092
2017.125	2.5999	27.2
2017.25	2.595	27.3104
2017.375	2.59289	27.5111
2017.5	2.58988	28.0117
2017.625	2.58488	28.4247
2017.75	2.58287	28.913
2017.875	2.582	29.8546
2018	2.58086	31.3
2018.125	2.576	31.3851
2018.25	2.574	30.5689
2018.375	2.576	29.1352
2018.5	2.57917	27.6494
2018.625	2.582	26.4825
2018.75	2.58318	25.8819
2018.875	2.585	25.6812
2019	2.586	25.3806
2019.125	2.5902	24.6599
2019.25	2.594	23.7586
2019.375	2.594	22.9573
2019.5	2.59222	22.056
2019.625	2.59623	21.2548
2019.75	2.60223	20.9
2019.875	2.60924	20.9
2020	2.61549	20.7509
2020.125	2.6225	19.9993
2020.25	2.63126	18.1967
2020.375	2.632	16.8206
2020.5	2.62192	17.7355
2020.625	2.60361	20.4775
2020.75	2.58543	24.2555
2020.875	2.57471	28.0323
2021	2.56841	31.2374
2021.125	2.56039	33.5516
2021.25	2.55138	34.531
2021.375	2.545	34.3368
2021.5	2.54464	33.2711
2021.625	2.55266	31.6685
2021.75	2.56167	30.5994
2021.875	2.57068	29.6975
2022	2.57635	28.9652
2022.125	2.58271	28.5646
2022.25	2.59072	28.1
2022.375	2.59873	27.8633
2022.5	2.603	28.1374
2022.625	2.60362	28.976
2022.75	2.60161	30.0773
2022.875	2.59861	31.0393
2023	2.5966	31.5
2023.125	2.58778	30.8189
2023.25	2.58941	30.8412
2023.375	2.59484	31.3837
2023.5	2.60085	32.0425
2023.625	2.607	32.4137
2023.75	2.608	31.8562
2023.875	2.60556	30.3223
2024	2.60255	28.6198
2024.125	2.59754	27.4543
2024.25	2.59007	27.3854
2024.375	2.58253	29.0819
2024.5	2.58052	32.0334
2024.625	2.581	33.6448
2024.75	2.58349	34.2
2024.875	2.5875	33.7514
2025	2.591	32.2483
2025.125	2.593	30.1451
2025.25	2.594	28.0419
2025.375	2.595	26.491
2025.5	2.595	25.8529
2025.625	2.59393	26.6212
2025.75	2.58737	28.8709
2025.875	2.5749	31.0645
2026	2.56789	32.3664
2026.125	2.564	32.8561
2026.25	2.56557	32.8865
2026.375	2.56957	32.2853
2026.5	2.57358	31.442
2026.625	2.577	31
2026.75	2.57759	31.2186
2026.875	2.5816	31.9199
2027	2.58461	33.1423
2027.125	2.588	34.7836
2027.25	2.588	35.9
2027.375	2.586	35.8375
2027.5	2.58863	34.2844
2027.625	2.59528	31.5899
2027.75	2.60364	28.2848
2027.875	2.609	25.0447
2028	2.60934	22.3716
2028.125	2.60567	20.7347
2028.25	2.60467	19.833
2028.375	2.606	19.5
2028.5	2.60468	19.6047
2028.625	2.607	20.7066
2028.75	2.608	21.8085
2028.875	2.608	22.4403
2029	2.60629	22.4292
2029.125	2.60129	21.6143
2029.25	2.595	20.0838
2029.375	2.593	18.7546
2029.5	2.59673	17.9533
2029.625	2.59726	17.974
2029.75	2.594	18.6493
2029.875	2.59225	19.6258
2030	2.59048	20.8759
2030.125	2.58147	21.2765
2030.25	2.56968	20.8456
2030.375	2.55967	19.7665
2030.5	2.55378	18.6431
2030.625	2.55937	18
2030.75	2.57359	18
2030.875	2.5788	18.2804
2031	2.57638	18.119
2031.125	2.573	17.9
2031.25	2.57382	17.7
2031.375	2.57617	17.4341
2031.5	2.573	16.7329
2031.625	2.57116	16.2158
2031.75	2.57385	16.5697
2031.875	2.58242	17.8274
2032	2.59586	19.8445
2032.125	2.6014	21.5
2032.25	2.5865	21.4
2032.375	2.57812	20.0478
2032.5	2.57789	18.6339
2032.625	2.58268	17.9893
2032.75	2.5938	18.4599
2032.875	2.60281	19.9718
2033	2.60982	21.2737
2033.125	2.614	21.5
2033.25	2.61307	20.4374
2033.375	2.60993	18.0547
2033.5	2.613	15.0248
2033.625	2.614	13.6111
2033.75	2.6071	14.1852
2033.875	2.59813	16.3657
2034	2.591	19.4708
2034.125	2.59097	22.391
2034.25	2.59598	23.7976
2034.375	2.60098	23.5017
2034.5	2.603	22.1044
2034.625	2.603	19.9027
2034.75	2.603	18.0008
2034.875	2.60801	15.497
2035	2.60399	13.9966
2035.125	2.59796	13.7018
2035.25	2.59298	14.5073
2035.375	2.59103	16.0123
2035.5	2.59404	17.6111
2035.625	2.59904	18.5087
2035.75	2.60405	18.29
2035.875	2.60706	17.3831
2036	2.60906	16.8188
2036.125	2.60945	17.983
2036.25	2.5744	22.7907
2036.375	2.55875	26.7738
2036.5	2.54782	29.0354
2036.625	2.54309	29.9095
2036.75	2.5471	30.1101
2036.875	2.55311	30.4215
2037	2.55711	31.0228
2037.125	2.56312	31.612
2037.25	2.56713	32
2037.375	2.56887	31.9733
2037.5	2.56586	31.0581
2037.625	2.563	29.8708
2037.75	2.57146	29.2847
2037.875	2.58348	28.8841
2038	2.59333	28.3835
2038.125	2.60017	27.5485
2038.25	2.60418	26.2287
2038.375	2.60818	24.6262
2038.5	2.61119	23.2427
2038.625	2.6108	22.5803
2038.75	2.60439	22.7204
2038.875	2.59195	23.442
2039	2.57457	24.4217
2039.125	2.57078	24.1777
2039.25	2.57523	23.3312
2039.375	2.58494	22.3292
2039.5	2.59773	21.4758
2039.625	2.6105	21.1249
2039.75	2.61851	21.5255
2039.875	2.621	21.9261
2040	2.61873	22.3268
2040.125	2.61473	22.5
2040.25	2.61272	22.4561
2040.375	2.61071	23.1861
2040.5	2.61	24.2587
2040.625	2.6087	25.06
2040.75	2.60669	25.6
2040.875	2.60369	25.7
2041	2.601	25.4362
2041.125	2.602	24.7674
2041.25	2.60633	24.2668
2041.375	2.60766	24.2
2041.5	2.60431	25.1379
2041.625	2.59765	27.1107
2041.75	2.593	29.5788
2041.875	2.591	31.582
2042	2.58763	33.0111
2042.125	2.58262	33.4623
2042.25	2.57623	33.1233
2042.375	2.57022	32.361
2042.5	2.5646	32
2042.625	2.5596	32.5805
2042.75	2.55941	33.8636
2042.875	2.56342	34.8
2043	2.567	34.9578
2043.125	2.56557	34.4572
2043.25	2.56013	33.9565
2043.375	2.557	33.6559
2043.5	2.55745	33.8447
2043.625	2.56145	34.2908
2043.75	2.56546	34.754
2043.875	2.56847	34.6467
2044	2.57595	35.2473
2044.125	2.58048	33.8603
2044.25	2.58746	33.0486
2044.375	2.595	33.4
2044.5	2.598	33.25
2044.625	2.59651	33
2044.75	2.598	33
2044.875	2.601	32.9481
2045	2.60353	32.7474
2045.125	2.606	32.4468
2045.25	2.60592	32.0384
2045.375	2.59746	30.7455
2045.5	2.595	30.9551
2045.625	2.59344	31.5558
2045.75	2.59144	32.1693
2045.875	2.59057	33.1571
2046	2.59458	33.6423
2046.125	2.59958	33.3417
2046.25	2.602	32.6821
2046.375	2.60081	31.9404
2046.5	2.5954	31.5
2046.625	2.59139	31.5218
2046.75	2.58638	32.3231
2046.875	2.58238	33.0622
2047	2.58163	32.2488
2047.125	2.58427	30.3559
2047.25	2.59064	27.8155
2047.375	2.59665	25.5706
2047.5	2.601	24.5693
2047.625	2.601	24.034
2047.75	2.59933	23.4667
2047.875	2.59365	22.4982
2048	2.58428	21.1962
2048.125	2.56894	19.9629
2048.25	2.55862	19.1616
2048.375	2.5543	18.6302
2048.5	2.5547	18.259
2048.625	2.56042	17.7578
2048.75	2.56944	17.2
2048.875	2.57745	17.0724
2049	2.58446	17.473
2049.125	2.59047	17.8737
2049.25	2.59426	18.2
2049.375	2.59125	18.2
2049.5	2.58749	18.3
2049.625	2.57924	18.3
2049.75	2.57523	18.4
2049.875	2.57122	18.4775
2050	2.56622	18.6
2050.125	2.56021	18.7
2050.25	2.55421	18.7
2050.375	2.552	18.6
2050.5	2.55642	18.6
2050.625	2.56563	18.7813
2050.75	2.57264	19.118
2050.875	2.57817	18.8174
2051	2.57333	18.6
2051.125	2.56732	18.5161
2051.25	2.56215	18.3
2051.375	2.55915	18.2
2051.5	2.557	18.3
2051.625	2.557	18.5865
2051.75	2.556	18.9871
2051.875	2.55788	19.1
2052	2.56	18.9
2052.125	2.56089	18.7
2052.25	2.564	18.6
2052.375	2.5621	18.6903
2052.5	2.55618	18.8909
2052.625	2.55208	19.1
2052.75	2.55192	19.2
2052.875	2.55886	19.2
2053	2.56893	19.1
2053.125	2.569	19.2
2053.25	2.55821	19.3948
2053.375	2.54023	19.2092
2053.5	2.524	18.7
2053.625	2.5219	18.8
2053.75	2.53195	18.9973
2053.875	2.54194	19.2
2054	2.548	19.3014
2054.125	2.54701	19.1
2054.25	2.543	18.9001
2054.375	2.542	18.7
2054.5	2.53999	18.6
2054.625	2.54806	18.3985
2054.75	2.56406	17.8937
2054.875	2.57506	16.7917
2055	2.58403	15.3932
2055.125	2.58908	15.3
2055.25	2.59505	17.3327
2055.375	2.60005	21.1691
2055.5	2.60294	26.1655
2055.625	2.5998	30.7528
2055.75	2.58978	33.6507
2055.875	2.58184	34.6079
2056	2.578	34.9085
2056.125	2.58009	34.8908
2056.25	2.5841	34.3902
2056.375	2.58921	33.7791
2056.5	2.59311	32.9667
2056.625	2.594	31.6648
2056.75	2.59388	29.9382
2056.875	2.59413	27.835
2057	2.59741	25.5454
2057.125	2.60729	24.0571
2057.25	2.6143	23.8
2057.375	2.61153	24.4467
2057.5	2.60068	25.5486
2057.625	2.59166	26.7506
2057.75	2.58282	27.9525
2057.875	2.57782	29.0544
2058	2.576	29.9563
2058.125	2.57619	30.8194
2058.25	2.5792	31.5401
2058.375	2.58321	32.2207
2058.5	2.585	32.6213
2058.625	2.57856	33.144
2058.75	2.56932	33.8226
2058.875	2.5583	34.6698
2059	2.54752	35.6
2059.125	2.54175	35.4509
2059.25	2.541	34.1244
2059.375	2.54326	32.5967
2059.5	2.54726	31.6471
2059.625	2.55281	31.2
2059.75	2.56228	30.9612
2059.875	2.56628	29.1296
2060	2.57558	26.0677
2060.125	2.58359	23.0923
2060.25	2.59061	20.8787
2060.375	2.59862	19.5071
2060.5	2.60632	18.5368
2060.625	2.61232	17.8355
2060.75	2.61833	17.6
2060.875	2.62467	17.967
2061	2.62566	18.6342
2061.125	2.61965	19.2
2061.25	2.61765	18.8646
2061.375	2.60692	17.9917
2061.5	2.603	16.7898
2061.625	2.60537	15.9626
2061.75	2.60938	15.776
2061.875	2.614	16.416
2062	2.61639	17.6572
2062.125	2.616	18.6799
2062.25	2.615	19.2
2062.375	2.61218	19.3
2062.5	2.607	19.0581
2062.625	2.606	18.7425
2062.75	2.60743	19.5863
2062.875	2.61631	20.9313
2063	2.62444	22.4333
2063.125	2.628	23.6901
2063.25	2.62554	24.3
2063.375	2.62054	24.0537
2063.5	2.622	22.7121
2063.625	2.62448	20.7142
2063.75	2.62203	19.5
2063.875	2.616	20.1424
2064	2.6145	22.9468
2064.125	2.60999	25.851
2064.25	2.60398	26.802
2064.375	2.59545	26.7484
2064.5	2.58695	26.0955
2064.625	2.58153	25.2413
2064.75	2.58507	24.2394
2064.875	2.59308	23.2375
2065	2.6011	22.0904
2065.125	2.60911	21.7555
2065.25	2.61768	22
2065.375	2.62957	22.0433
2065.5	2.63343	21.5852
2065.625	2.62842	20.784
2065.75	2.62283	20.0827
2065.875	2.61641	19.6407
2066	2.6124	19.4599
2066.125	2.60879	19.8606
2066.25	2.60055	20.3224
2066.375	2.57367	20.9237
2066.5	2.54238	20.975
2066.625	2.51611	20.3369
2066.75	2.50691	19.7362
2066.875	2.51586	19.2
2067	2.5389	19.4
2067.125	2.5646	19.9314
2067.25	2.59098	20.6326
2067.375	2.61201	21.167
2067.5	2.6243	21.3676
2067.625	2.61091	21.7365
2067.75	2.5788	22.4378
2067.875	2.53805	22.9
2068	2.50009	22.8597
2068.125	2.47288	22.3292
2068.25	2.45971	21.8286
2068.375	2.46344	21.3279
2068.5	2.47491	20.7546
2068.625	2.4902	20.1533
2068.75	2.50174	19.674
2068.875	2.50551	19.9239
2069	2.49624	20.8505
2069.125	2.47145	21.4518
2069.25	2.45217	22.0765
2069.375	2.43668	22.4
2069.5	2.42622	22.4778
2069.625	2.422	22.7
2069.75	2.42179	22.6
2069.875	2.4238	22.3
2070	2.426	22
2070.125	2.42419	21.719
2070.25	2.41818	21.3817
2070.375	2.41135	21.7
2070.5	2.40417	21.7
2070.625	2.39916	21.3164
2070.75	2.399	20.5474
2070.875	2.4027	19.3454
2071	2.41127	18.129
2071.125	2.42931	17.1277
2071.25	2.45407	16.4265
2071.375	2.48599	16.1
2071.5	2.52292	16.9402
2071.625	2.5601	19.3756
2071.75	2.59068	23.7039
2071.875	2.6028	27.2197
2072	2.60991	29.2718
2072.125	2.61209	30.1
2072.25	2.61	30.2081
2072.375	2.60993	30
2072.5	2.61393	30.1
2072.625	2.61994	30.2
2072.75	2.622	30.2
2072.875	2.6201	30.2
2073	2.61404	30.2957
2073.125	2.61	30.5
2073.25	2.60903	30.203
2073.375	2.607	29.1071
2073.5	2.60798	27.4086
2073.625	2.61198	25.5054
2073.75	2.61899	23.7009
2073.875	2.623	23.0004
2074	2.62199	22.9005
2074.125	2.61598	24.1069
2074.25	2.60589	26.5108
2074.375	2.58498	29.1097
2074.5	2.582	30.8123
2074.625	2.58204	31.7074
2074.75	2.58704	32
2074.875	2.59305	31.585
2075	2.59806	30.1662
2075.125	2.60306	27.656
2075.25	2.61114	24.5446
2075.375	2.62023	21.9546
2075.5	2.62816	20.3836
2075.625	2.633	20.2354
2075.75	2.63291	21.9759
2075.875	2.6258	25.3911
2076	2.62089	28.2754
2076.125	2.619	29.9342
2076.25	2.62012	30.588
2076.375	2.623	30.4
2076.5	2.62273	30.3133
2076.625	2.61672	30.814
2076.75	2.60656	31.2146
2076.875	2.59985	31.6153
2077	2.59916	31.6523
2077.125	2.60317	30.6504
2077.25	2.61017	29.3485
2077.375	2.61536	27.9287
2077.5	2.62118	26.4446
2077.625	2.62419	25.0427
2077.75	2.6238	23.7408
2077.875	2.6188	22.5592
2078	2.61158	21.879
2078.125	2.608	21.5783
2078.25	2.60478	21.6
2078.375	2.60423	22.1918
2078.5	2.60947	23.5944
2078.625	2.61748	24.9485
2078.75	2.6245	25.8497
2078.875	2.62474	26.4255
2079	2.61822	26.7262
2079.125	2.60873	27
2079.25	2.60427	27.0726
2079.375	2.60928	26.6719
2079.5	2.61329	26.0426
2079.625	2.61959	24.7826
2079.75	2.6243	23.28
2079.875	2.625	21.7774
2080	2.62469	20.3062
2080.125	2.61836	19.1042
2080.25	2.61235	18.3349
2080.375	2.609	17.8668
2080.5	2.61068	17.6
2080.625	2.615	17.4655
2080.75	2.617	17.2
2080.875	2.60893	17
2081	2.59927	17.0364
2081.125	2.59263	17.163
2081.25	2.589	16.9623
2081.375	2.59038	16.5233
2081.5	2.59578	15.8221
2081.625	2.60279	15.4604
2081.75	2.6084	15.6403
2081.875	2.612	16.1409
2082	2.613	16.8831
2082.125	2.614	17.6844
2082.25	2.62086	17.3572
2082.375	2.62157	17.2
2082.5	2.61756	17.2441
2082.625	2.615	17.5895
2082.75	2.615	18.3908
2082.875	2.61846	19.3381
2083	2.62147	19.8467
2083.125	2.621	19.7527
2083.25	2.619	19.0082
2083.375	2.61751	17.6056
2083.5	2.61351	16.0031
2083.625	2.613	14.3499
2083.75	2.60548	13.9
2083.875	2.59849	14.3513
2084	2.59548	15.0558
2084.125	2.594	16.2103
2084.25	2.59353	17.6597
2084.375	2.59654	18.8077
2084.5	2.59955	19.1
2084.625	2.60255	18.4794
2084.75	2.60388	17.0327
2084.875	2.598	15.8436
2085	2.59743	15.5
2085.125	2.59642	15.6577
2085.25	2.59758	16.3167
2085.375	2.6	16.959
2085.5	2.5994	17.2404
2085.625	2.59379	16.9192
2085.75	2.58578	15.7782
2085.875	2.57938	15.1769
2086	2.57962	14.9
2086.125	2.58426	15
2086.25	2.59227	15.2
2086.375	2.60028	15.2641
2086.5	2.60765	15.7647
2086.625	2.61	16.1654
2086.75	2.60934	16.4
2086.875	2.60633	16.3334
2087	2.60265	16.1327
2087.125	2.59632	15.8321
2087.25	2.592	15.7
2087.375	2.58762	15.5308
2087.5	2.5827	15.4698
2087.625	2.585	15.9705
2087.75	2.58716	16.5711
2087.875	2.57113	16.8718
2088	2.54721	16.9
2088.125	2.51889	16.627
2088.25	2.49553	16.1263
2088.375	2.48723	15.8257
2088.5	2.5	15.6
