dept	den	cnl
1843.375	2.57278	29.0649
1843.5	2.56855	30.0669
1843.625	2.56254	30.9459
1843.75	2.559	31.7471
1843.875	2.56	32.5484
1844	2.56325	33.2497
1844.125	2.56726	33.8255
1844.25	2.57126	34.0261
1844.375	2.57227	34.5535
1844.5	2.57955	34.6
1844.625	2.58528	34.7
1844.75	2.58729	34.1139
1844.875	2.588	32.7533
1845	2.588	30.7501
1845.125	2.588	28.7775
1845.25	2.58669	27.5375
1845.375	2.58336	27.3638
1845.5	2.57867	28.4953
1845.625	2.575	30.6659
1845.75	2.57634	32.3353
1845.875	2.58269	33.2689
1846	2.5907	33.1649
1846.125	2.59464	32.6643
1846.25	2.59264	32.1636
1846.375	2.58763	31.763
1846.5	2.58262	31.3623
1846.625	2.57523	31.1
1846.75	2.56622	30.9
1846.875	2.561	31.1792
1847	2.5616	31.9
1847.125	2.56	32.2818
1847.25	2.56242	33.083
1847.375	2.56642	33.1
1847.5	2.57386	31.986
1847.625	2.58387	29.9394
1847.75	2.59344	27.6237
1847.875	2.59545	26.0211
1848	2.59255	25.2546
1848.125	2.58854	24.754
1848.25	2.58847	24.0134
1848.375	2.592	23
1848.5	2.592	23.0479
1848.625	2.593	23.9971
1848.75	2.592	25.4968
1848.875	2.5905	27
1849	2.58599	28.3013
1849.125	2.57749	29.1026
1849.25	2.571	29.7039
1849.375	2.57	30.5526
1849.5	2.57253	30.9532
1849.625	2.58008	30.7923
1849.75	2.586	29.8821
1849.875	2.584	28.4
1850	2.582	28.3
1850.125	2.581	27.9436
1850.25	2.58257	27.1859
1850.375	2.58715	26.5423
1850.5	2.594	26.475
1850.625	2.59682	27.6717
1850.75	2.59081	30.8768
1850.875	2.57759	33.6216
1851	2.57061	35.1
1851.125	2.57423	33.9849
1851.25	2.58086	30.0163
1851.375	2.59363	25.6233
1851.5	2.59863	23.7463
1851.625	2.59672	24.2563
1851.75	2.58706	26.353
1851.875	2.57669	28.796
1852	2.56834	30.0361
1852.125	2.56467	28.3669
1852.25	2.55098	26.3964
1852.375	2.52925	24.8642
1852.5	2.49883	24.3685
1852.625	2.46485	24.6692
1852.75	2.44091	25
1852.875	2.42789	25
1853	2.41858	24.7578
1853.125	2.41128	24.2283
1853.25	2.40583	24.0724
1853.375	2.39581	24.546
1853.5	2.38279	25.621
1853.625	2.37451	26.9972
1853.75	2.37275	27.3251
1853.875	2.37676	26.7733
1854	2.38352	25.6476
1854.125	2.39231	24.5463
1854.25	2.40532	23.945
1854.375	2.41734	23.6781
1854.5	2.424	23.8788
1854.625	2.42241	24.0412
1854.75	2.4164	23.4798
1854.875	2.42845	21.7966
1855	2.46595	19.8121
1855.125	2.50702	18.9
1855.25	2.53848	19.5304
1855.375	2.55	21.3162
1855.5	2.54984	23.6194
1855.625	2.55085	25.7226
1855.75	2.55685	26.9555
1855.875	2.56457	27.1142
1856	2.57473	26.0814
1856.125	2.58548	23.8034
1856.25	2.60275	20.6614
1856.375	2.605	19.5233
1856.5	2.60311	20.6449
1856.625	2.5991	23.4963
1856.75	2.59419	27.4124
1856.875	2.58718	31.0545
1857	2.57825	33.0662
1857.125	2.56723	33.8922
1857.25	2.561	33.8144
1857.375	2.56674	32.7392
1857.5	2.58188	30.7236
1857.625	2.593	29.1053
1857.75	2.58805	29.1954
1857.875	2.58308	30.1841
1858	2.57703	31.0967
1858.125	2.574	31.0054
1858.25	2.57396	29.8103
1858.375	2.57997	27.7071
1858.5	2.58998	25.6039
1858.625	2.601	24.2003
1858.75	2.61001	23.5997
1858.875	2.622	23.0008
1859	2.62099	23.2015
1859.125	2.622	22.8958
1859.25	2.621	22.2973
1859.375	2.61793	22.1
1859.5	2.61188	22.4161
1859.625	2.60186	23.928
1859.75	2.58884	26.7371
1859.875	2.57682	29.8475
1860	2.5648	32.8461
1860.125	2.555	35.1144
1860.25	2.55316	35.6685
1860.375	2.56017	33.8575
1860.5	2.57018	31.036
1860.625	2.5782	28.1217
1860.75	2.583	25.5583
1860.875	2.584	24.2111
1861	2.583	24.7351
1861.125	2.583	26.4618
1861.25	2.58613	28.052
1861.375	2.59014	28.1455
1861.5	2.59286	26.1715
1861.625	2.589	22.7553
1861.75	2.591	21.5689
1861.875	2.592	21.5
1862	2.592	21.6
1862.125	2.592	21.5825
1862.25	2.59218	21.4
1862.375	2.59519	21.3
1862.5	2.60039	21.5194
1862.625	2.6032	21.8
1862.75	2.60159	22.3207
1862.875	2.59457	23.264
1863	2.58578	24.6439
1863.125	2.584	25.3226
1863.25	2.58723	25.4
1863.375	2.59448	25.1761
1863.5	2.60249	24.5509
1863.625	2.609	23.6245
1863.75	2.61074	22.2226
1863.875	2.60774	20.6942
1864	2.61154	20.0729
1864.125	2.61172	21.2387
1864.25	2.60386	23.4135
1864.375	2.59013	25.2161
1864.5	2.57711	26.5593
1864.625	2.56939	26.7
1864.75	2.56569	25.9072
1864.875	2.56663	24.3421
1865	2.57397	22.2067
1865.125	2.58699	20.0014
1865.25	2.60034	18.8995
1865.375	2.60968	20.0366
1865.5	2.60361	23.7522
1865.625	2.592	27.9126
1865.75	2.59072	29.7557
1865.875	2.6001	27.943
1866	2.61212	24.5638
1866.125	2.616	22.548
1866.25	2.60884	23.1318
1866.375	2.59404	26.3713
1866.5	2.5764	31.1592
1866.625	2.55738	34.9056
1866.75	2.552	36.7648
1866.875	2.553	35.8908
1867	2.55885	33.6026
1867.125	2.56886	30.8981
1867.25	2.57788	27.8937
1867.375	2.58044	24.9892
1867.5	2.5741	22.6297
1867.625	2.56117	20.8629
1867.75	2.54415	19.9
1867.875	2.52853	19.7939
1868	2.52352	20.4952
1868.125	2.523	21.3447
1868.25	2.522	21.9489
1868.375	2.51402	22.4495
1868.5	2.49899	22.8
1868.625	2.48298	22.849
1868.75	2.47552	22.5484
1868.875	2.48305	22.0478
1869	2.49659	21.6471
1869.125	2.51061	21.5
1869.25	2.523	21.4917
1869.375	2.52464	20.8096
1869.5	2.53611	21.9109
1869.625	2.53744	22.5122
1869.75	2.5293	22.7433
1869.875	2.51885	22.1853
1870	2.51258	21.342
1870.125	2.51617	20.7586
1870.25	2.52519	21.3593
1870.375	2.5264	22.1198
1870.5	2.51658	22.8211
1870.625	2.502	23.0776
1870.75	2.49847	22.1763
1870.875	2.5115	21.4751
1871	2.52652	20.7369
1871.125	2.54055	20.4
1871.25	2.55393	20.7288
1871.375	2.56595	21.7251
1871.5	2.57897	23.597
1871.625	2.59199	24.8326
1871.75	2.60234	24.3992
1871.875	2.60968	22.7945
1872	2.60827	21.5729
1872.125	2.59293	23.4198
1872.25	2.58361	27.2255
1872.375	2.5793	30.5611
1872.5	2.57971	32.5416
1872.625	2.582	32.6857
1872.75	2.58156	31.2397
1872.875	2.576	28.9092
1873	2.575	26.98
1873.125	2.57774	26.5
1873.25	2.58375	27.1985
1873.375	2.58525	28.5505
1873.5	2.58048	29.4759
1873.625	2.57423	29.8235
1873.75	2.57123	29.4228
1873.875	2.57456	28.3666
1874	2.58335	26.8078
1874.125	2.59358	24.8627
1874.25	2.6008	23.5203
1874.375	2.604	23.2
1874.5	2.60119	23.4
1874.625	2.599	23.5816
1874.75	2.59882	23.5354
1874.875	2.60266	22.7342
1875	2.61067	21.9836
1875.125	2.61584	22.4684
1875.25	2.61415	24.409
1875.375	2.60829	27.3693
1875.5	2.59928	30.8028
1875.625	2.59126	33.6603
1875.75	2.58338	35.0622
1875.875	2.57224	35.9641
1876	2.57277	36.7887
1876.125	2.578	36.7321
1876.25	2.579	35.4503
1876.375	2.578	33.3471
1876.5	2.577	31.4351
1876.625	2.578	30.2163
1876.75	2.58	29.415
1876.875	2.58093	28.5206
1877	2.583	27.2311
1877.125	2.58494	25.3167
1877.25	2.59385	24.6049
1877.375	2.60191	24.8914
1877.5	2.606	25.789
1877.625	2.60503	26.797
1877.75	2.60202	27.3024
1877.875	2.59703	27.0017
1878	2.59002	26.3022
1878.125	2.58101	25.8005
1878.25	2.574	25.5997
1878.375	2.567	26.502
1878.5	2.568	28.4057
1878.625	2.57404	29.5036
1878.75	2.58205	29.5952
1878.875	2.58903	28.8969
1879	2.593	28.5
1879.125	2.59296	28.4
1879.25	2.58995	27.795
1879.375	2.58589	26.6775
1879.5	2.57987	25.2875
1879.625	2.574	24.5069
1879.75	2.57508	25.1151
1879.875	2.58216	26.0164
1880	2.59326	26.1912
1880.125	2.6	26.1095
1880.25	2.6	26.2899
1880.375	2.60011	26.0462
1880.5	2.60311	24.0316
1880.625	2.606	20.4917
1880.75	2.606	16.6733
1880.875	2.606	13.4334
1881	2.60714	11.814
1881.125	2.609	12.4584
1881.25	2.61	14.6914
1881.375	2.60052	17.1953
1881.5	2.59083	19.2826
1881.625	2.58817	21.2858
1881.75	2.59353	23.189
1881.875	2.60437	24.9553
1882	2.61119	25.7382
1882.125	2.613	25.3605
1882.25	2.613	24.3389
1882.375	2.60937	23.058
1882.5	2.598	22.1
1882.625	2.599	22.2
1882.75	2.598	22.7459
1882.875	2.59476	23.7707
1883	2.593	24.9484
1883.125	2.59475	25.5503
1883.25	2.60702	24.998
1883.375	2.62405	23.0693
1883.5	2.63227	20.5126
1883.625	2.63045	18.1629
1883.75	2.61988	16.5439
1883.875	2.604	16.1722
1884	2.60371	18.6054
1884.125	2.5974	22.7298
1884.25	2.59069	26.9062
1884.375	2.587	30.2876
1884.5	2.58732	32.2681
1884.625	2.59033	32.0698
1884.75	2.59533	29.9009
1884.875	2.60368	26.9294
1885	2.60666	24.5621
1885.125	2.6077	24.0756
1885.25	2.61493	26.0073
1885.375	2.60291	27.5092
1885.5	2.59763	28.2741
1885.625	2.595	28.6
1885.75	2.59362	28.4617
1885.875	2.592	27.8831
1886	2.5924	26.8416
1886.125	2.5974	25.239
1886.25	2.60141	23.2956
1886.375	2.60442	22.3585
1886.5	2.60216	23.0951
1886.625	2.59314	25.6424
1886.75	2.58657	28.4172
1886.875	2.586	28.6559
1887	2.59289	25.9527
1887.125	2.60681	21.4102
1887.25	2.62384	16.6859
1887.375	2.636	13.7466
1887.5	2.633	14.5419
1887.625	2.6166	18.0314
1887.75	2.59657	21.8857
1887.875	2.58351	24.6476
1888	2.58	25.9
1888.125	2.58	26.6013
1888.25	2.581	27.4026
1888.375	2.58	28.2039
1888.5	2.58	29.0051
1888.625	2.58153	29.7532
1888.75	2.58508	30.1
1888.875	2.59454	30.1276
1889	2.6011	28.1244
1889.125	2.60556	25.7096
1889.25	2.60587	23.7872
1889.375	2.59986	23.5282
1889.5	2.59285	25.1461
1889.625	2.58742	27.5499
1889.75	2.584	29.5948
1889.875	2.583	30.9192
1890	2.583	31.6
1890.125	2.584	31.6609
1890.25	2.58362	31.8
1890.375	2.586	31.6
1890.5	2.585	31.9
1890.625	2.58237	31.3731
1890.75	2.57964	29.9796
1890.875	2.58329	27.8117
1891	2.59131	25.2732
1891.125	2.59866	23.436
1891.25	2.6	22.7
1891.375	2.59765	22.9345
1891.5	2.59268	23.6358
1891.625	2.59569	24.3629
1891.75	2.59869	23.8616
1891.875	2.6017	22.9905
1892	2.603	21.9591
1892.125	2.604	21.2289
1892.25	2.605	20.7717
1892.375	2.60428	20.9448
1892.5	2.59927	21.546
1892.625	2.59453	21.9737
1892.75	2.592	21.8514
1892.875	2.5925	21.2251
1893	2.59776	20.8489
1893.125	2.601	19.9762
1893.25	2.59623	20.8306
1893.375	2.59045	22.21
1893.5	2.586	23.6344
1893.625	2.58858	24.7788
1893.75	2.59759	25.2206
1893.875	2.6086	24.92
1894	2.61381	24.9807
1894.125	2.61156	25.9253
1894.25	2.60236	27.7098
1894.375	2.59452	29.6304
1894.5	2.5815	31.1832
1894.625	2.57332	30.6322
1894.75	2.57385	29.2619
1894.875	2.58241	27.6594
1895	2.59743	25.971
1895.125	2.61373	24.1543
1895.25	2.61987	22.4388
1895.375	2.61425	21.5246
1895.5	2.59958	22.3418
1895.625	2.58222	24.6119
1895.75	2.57221	27.4689
1895.875	2.566	28.6
1896	2.568	28.0182
1896.125	2.57283	27.1169
1896.25	2.58184	26.5078
1896.375	2.59186	26.2
1896.5	2.6	26.2869
1896.625	2.6	27.0823
1896.75	2.59605	28.579
1896.875	2.59105	29.8861
1897	2.58996	30.792
1897.125	2.59397	31.3
1897.25	2.597	31.5973
1897.375	2.597	32.1959
1897.5	2.59501	32.6986
1897.625	2.58901	32.9008
1897.75	2.582	32.5001
1897.875	2.577	31.9996
1898	2.57299	31.2984
1898.125	2.57401	30.6971
1898.25	2.57802	29.7937
1898.375	2.58405	28.3863
1898.5	2.59307	26.5865
1898.625	2.60004	24.8799
1898.75	2.60909	23.586
1898.875	2.61916	23
1899	2.62706	23.2119
1899.125	2.62887	24.1132
1899.25	2.62286	24.9
1899.375	2.61584	24.5921
1899.5	2.60891	23.566
1899.625	2.60918	22.3725
1899.75	2.616	21.8196
1899.875	2.617	22.6209
1900	2.62011	23.3221
1900.125	2.62	23.1883
1900.25	2.61688	22.4629
1900.375	2.61387	21.487
1900.5	2.612	21.1409
1900.625	2.61086	22.3714
1900.75	2.6017	24.8895
1900.875	2.59484	27.2934
1901	2.59416	28.0676
1901.125	2.59934	26.6989
1901.25	2.607	24.1126
1901.375	2.607	22.1094
1901.5	2.606	21.8188
1901.625	2.60719	23.4164
1901.75	2.6102	26.1604
1901.875	2.61159	29.3034
1902	2.60357	31.364
1902.125	2.59134	31.922
1902.25	2.58255	31.5774
1902.375	2.57677	29.8372
1902.5	2.57624	26.5372
1902.625	2.58125	22.0547
1902.75	2.58625	17.8734
1902.875	2.58926	15.8967
1903	2.59326	16.1794
1903.125	2.59881	17.9897
1903.25	2.60755	20.5942
1903.375	2.61457	23.2135
1903.5	2.62029	24.6161
1903.625	2.60322	25.5593
1903.75	2.58809	26.0303
1903.875	2.57869	26.7238
1904	2.57468	28.0263
1904.125	2.574	29.4645
1904.25	2.576	29.9329
1904.375	2.57934	29.0995
1904.5	2.58434	26.9609
1904.625	2.58935	24.1913
1904.75	2.59335	21.7937
1904.875	2.59536	21.0279
1905	2.60137	22.0469
1905.125	2.60737	23.5121
1905.25	2.61238	24.3
1905.375	2.61539	24.1227
1905.5	2.61739	23.3214
1905.625	2.619	22.7202
1905.75	2.61759	22.9406
1905.875	2.61218	23.8648
1906	2.60274	25.3674
1906.125	2.593	26.8275
1906.25	2.595	28.0294
1906.375	2.597	28.4438
1906.5	2.60089	27.8668
1906.625	2.60445	26.4748
1906.75	2.60646	24.8629
1906.875	2.607	23.7073
1907	2.60653	23.7
1907.125	2.60252	24.8904
1907.25	2.59604	26.7413
1907.375	2.59	28.5956
1907.5	2.588	29.8505
1907.625	2.5875	29.849
1907.75	2.58449	28.5471
1907.875	2.58248	27.1452
1908	2.582	26.0432
1908.125	2.58453	25.3
1908.25	2.58754	25.3606
1908.375	2.59146	26.5708
1908.5	2.58845	28.574
1908.625	2.58089	30.2218
1908.75	2.57388	31.6683
1908.875	2.5697	32.7433
1909	2.58072	32.5132
1909.125	2.59016	30.452
1909.25	2.595	27.7895
1909.375	2.59759	25.4036
1909.5	2.6032	23.5603
1909.625	2.61282	21.8366
1909.75	2.62661	19.4104
1909.875	2.631	16.2053
1910	2.62113	14.1501
1910.125	2.60974	13.7262
1910.25	2.60436	14.8188
1910.375	2.60164	16.7151
1910.5	2.60665	19.9203
1910.625	2.60966	23.1597
1910.75	2.609	25.1989
1910.875	2.60533	25.7661
1911	2.60032	24.8972
1911.125	2.59632	23.4682
1911.25	2.595	23.7377
1911.375	2.5923	25.5865
1911.5	2.5934	27.9209
1911.625	2.597	29.6416
1911.75	2.595	30.0857
1911.875	2.59628	28.9838
1912	2.59227	27.7819
1912.125	2.58553	27.2267
1912.25	2.57652	27.6219
1912.375	2.569	28.8731
1912.5	2.56675	30.7
1912.625	2.57252	30.7482
1912.75	2.58053	29.4939
1912.875	2.59054	27.3598
1913	2.60033	24.8109
1913.125	2.60957	22.9862
1913.25	2.61579	21.6418
1913.375	2.617	21.1203
1913.5	2.6122	21.5607
1913.625	2.60719	22.805
1913.75	2.60563	24.5266
1913.875	2.61265	25.9646
1914	2.62183	26.9
1914.125	2.623	25.4822
1914.25	2.61747	23.8474
1914.375	2.6073	22.6455
1914.5	2.59929	21.6
1914.625	2.59114	21.4861
1914.75	2.58713	21.8868
1914.875	2.586	22.0126
1915	2.588	21.4239
1915.125	2.59089	20.3453
1915.25	2.59589	18.9321
1915.375	2.601	17.89
1915.5	2.602	19.453
1915.625	2.59709	22.1386
1915.75	2.58824	24.4756
1915.875	2.5753	25.33
1916	2.56021	23.8548
1916.125	2.54812	20.8497
1916.25	2.54506	18.3334
1916.375	2.54985	16.9049
1916.5	2.56183	16.7914
1916.625	2.57489	17.7817
1916.75	2.58494	19.8819
1916.875	2.59198	22.6833
1917	2.59398	24.793
1917.125	2.59302	25.8989
1917.25	2.58701	26.1009
1917.375	2.582	25.6001
1917.5	2.57599	25.0995
1917.625	2.57501	24.9
1917.75	2.57904	25.1018
1917.875	2.58705	25.5073
1918	2.596	26.6061
1918.125	2.59093	27.1037
1918.25	2.58291	28.1174
1918.375	2.5759	29.415
1918.5	2.56894	30.3056
1918.625	2.56506	30.6812
1918.75	2.568	29.5724
1918.875	2.57315	27.3472
1919	2.58116	24.5427
1919.125	2.58909	21.847
1919.25	2.59491	19.6811
1919.375	2.5932	18.8
1919.5	2.60132	19.0108
1919.625	2.604	20.657
1919.75	2.60176	22.9843
1919.875	2.59587	25.4634
1920	2.59087	27.4266
1920.125	2.588	28.214
1920.25	2.59015	28.4
1920.375	2.59415	28.6
1920.5	2.598	28.8
1920.625	2.60017	28.8835
1920.75	2.602	28.6828
1920.875	2.59982	28.2822
1921	2.60018	27.6631
1921.125	2.602	26.9809
1921.25	2.602	26.6
1921.375	2.5988	26.6407
1921.5	2.596	27.121
1921.625	2.599	27.6217
1921.75	2.60422	27.7
1921.875	2.61492	27.0312
1922	2.62453	25.5585
1922.125	2.614	23.2547
1922.25	2.61275	20.726
1922.375	2.613	18.898
1922.5	2.614	18.0739
1922.625	2.61273	18.0536
1922.75	2.60845	18.5
1922.875	2.60044	18.8
1923	2.59243	18.9
1923.125	2.591	19.3293
1923.25	2.593	20.19
1923.375	2.59761	21.2306
1923.5	2.60663	21.7062
1923.625	2.61232	20.3043
1923.75	2.61633	18.1047
1923.875	2.616	16.6336
1924	2.60999	17.203
1924.125	2.59897	20.2826
1924.25	2.5883	25.6565
1924.375	2.58264	30.9648
1924.5	2.583	34.1184
1924.625	2.58637	34.2148
1924.75	2.59	31.9739
1924.875	2.59	29.3084
1925	2.59	27.2052
1925.125	2.59	26.3208
1925.25	2.592	26.9207
1925.375	2.59582	28.6453
1925.5	2.60042	31.0491
1925.625	2.604	33.4687
1925.75	2.602	34.7284
1925.875	2.59957	33.5262
1926	2.60144	30.8473
1926.125	2.60789	27.2527
1926.25	2.615	23.1917
1926.375	2.617	19.3859
1926.5	2.61353	16.8201
1926.625	2.60953	16.4
1926.75	2.60652	17.8355
1926.875	2.606	20.5886
1927	2.60702	23.5461
1927.125	2.5965	25.8999
1927.25	2.60652	24.1467
1927.375	2.61251	22.1435
1927.5	2.614	20.4442
1927.625	2.61247	19.5474
1927.75	2.60747	19.3
1927.875	2.60346	19.1461
1928	2.60154	18.591
1928.125	2.60555	17.7449
1928.25	2.61012	17.4558
1928.375	2.61669	17.8692
1928.5	2.628	19.057
1928.625	2.626	19.4
1928.75	2.627	19.5
1928.875	2.62659	19.8769
1929	2.6276	21.2384
1929.125	2.6294	23.0614
1929.25	2.62639	25.4044
1929.375	2.62138	27.2076
1929.5	2.618	28.0622
1929.625	2.61737	27.6488
1929.75	2.61727	25.8194
1929.875	2.626	23.1359
1930	2.626	22.7353
1930.125	2.629	23.1307
1930.25	2.62934	23.866
1930.375	2.62733	24.1334
1930.5	2.62433	23.9327
1930.625	2.62164	23.6358
1930.75	2.61163	24.7056
1930.875	2.59823	26.6843
1931	2.58591	29.2491
1931.125	2.57659	31
1931.25	2.569	30.9711
1931.375	2.567	31.1435
1931.5	2.566	32.2895
1931.625	2.56673	34.0921
1931.75	2.56974	35.3
1931.875	2.57474	34.8799
1932	2.58075	31.9506
1932.125	2.58676	27.7687
1932.25	2.588	24.7427
1932.375	2.59531	24.0537
1932.5	2.6101	24.9775
1932.625	2.62656	25.5219
1932.75	2.63521	25.0212
1932.875	2.62262	24.4412
1933	2.6032	23.5598
1933.125	2.58277	22.2772
1933.25	2.56819	20.4934
1933.375	2.56318	18.4541
1933.5	2.55717	17.1522
1933.625	2.54834	16.1503
1933.75	2.54784	15.5
1933.875	2.55638	15.669
1934	2.57055	16.7665
1934.125	2.58172	20.158
1934.25	2.58586	24.3644
1934.375	2.58513	28.1966
1934.5	2.58012	30.9386
1934.625	2.576	32.4
1934.75	2.57578	32.222
1934.875	2.58479	31.1207
1935	2.59771	29.9292
1935.125	2.60009	29.8818
1935.25	2.58951	29.9338
1935.375	2.56662	28.2469
1935.5	2.53743	25.843
1935.625	2.51439	23.6327
1935.75	2.49818	22.2177
1935.875	2.48811	21.2053
1936	2.48014	20.3138
1936.125	2.471	18.9199
1936.25	2.46993	17.0133
1936.375	2.48389	15.7054
1936.5	2.51379	16.0938
1936.625	2.54791	17.5943
1936.75	2.57098	19.0984
1936.875	2.582	20.1
1937	2.585	20.1
1937.125	2.586	19.7984
1937.25	2.587	19.1985
1937.375	2.58702	18.7
1937.5	2.589	18.8082
1937.625	2.58493	21.3271
1937.75	2.58604	25.1443
1937.875	2.589	28.5187
1938	2.59005	30.1
1938.125	2.59412	30.2
1938.25	2.60013	30.1
1938.375	2.60714	30.1072
1938.5	2.61108	30.1
1938.625	2.60991	29.783
1938.75	2.60382	29.0908
1938.875	2.596	28.7
1939	2.6001	28.4896
1939.125	2.601	29.0222
1939.25	2.59777	29.7234
1939.375	2.58963	30.3
1939.5	2.57874	30.613
1939.625	2.57073	31.1136
1939.75	2.56686	31.8286
1939.875	2.56485	32.6298
1940	2.56284	33.2156
1940.125	2.55868	33.3676
1940.25	2.55183	32.4832
1940.375	2.551	32.3
1940.5	2.55218	32.1
1940.625	2.55838	31.5437
1940.75	2.56839	30.6612
1940.875	2.5782	29.8599
1941	2.58	29.3793
1941.125	2.57257	29.4
1941.25	2.56134	29.922
1941.375	2.55277	30.6226
1941.5	2.54923	31.3698
1941.625	2.551	32.5239
1941.75	2.55	32.7
1941.875	2.5455	33.1252
1942	2.54174	33.6258
1942.125	2.539	34.1265
1942.25	2.53546	34.5271
1942.375	2.52945	35.0277
1942.5	2.52472	35.3284
1942.625	2.524	35.5
1942.75	2.5253	35.2407
1942.875	2.53121	34.3485
1943	2.54893	32.4143
1943.125	2.56295	29.6789
1943.25	2.57297	26.8744
1943.375	2.575	24.3028
1943.5	2.57066	22.0659
1943.625	2.566	20.6
1943.75	2.56835	20.5348
1943.875	2.57771	21.9417
1944	2.58572	24.1165
1944.125	2.5961	25.8734
1944.25	2.60125	26.1506
1944.375	2.59062	24.648
1944.5	2.58661	23.0454
1944.625	2.58361	21.8822
1944.75	2.583	20.8802
1944.875	2.58259	20.1594
1945	2.581	20.1236
1945.125	2.57758	21.2674
1945.25	2.57258	23.3124
1945.375	2.56957	24.6294
1945.5	2.57288	25.3438
1945.625	2.57611	25.9888
1945.75	2.56965	27.0253
1945.875	2.55763	29.1285
1946	2.54907	30.8853
1946.125	2.55341	31.253
1946.25	2.56986	30.0143
1946.375	2.59241	27.3657
1946.5	2.61396	24.2066
1946.625	2.62749	22.5018
1946.75	2.629	24.102
1946.875	2.62498	27.6608
1947	2.61545	31.2581
1947.125	2.60343	33.2045
1947.25	2.59041	34.1529
1947.375	2.57793	34.6
1947.5	2.56992	34.7542
1947.625	2.566	34.8452
1947.75	2.56855	34.3336
1947.875	2.57356	33.1196
1948	2.577	30.8731
1948.125	2.57743	28.9705
1948.25	2.58374	28.042
1948.375	2.59159	28.2173
1948.5	2.595	28.8
1948.625	2.5964	28.8401
1948.75	2.594	28.2789
1948.875	2.594	27.3164
1949	2.59562	25.9526
1949.125	2.60062	24.4501
1949.25	2.60563	23.0738
1949.375	2.611	22.2
1949.5	2.613	21.9
1949.625	2.61365	22.1
1949.75	2.614	22.3657
1949.875	2.61134	22.6663
1950	2.60533	22.867
1950.125	2.59832	22.9676
1950.25	2.59532	23.5365
1950.375	2.59469	24.9443
1950.5	2.59939	27.2171
1950.625	2.6053	29.7209
1950.75	2.60329	32.1124
1950.875	2.59757	33.0429
1951	2.58884	33.8441
1951.125	2.582	34.4727
1951.25	2.581	34.6
1951.375	2.582	34.252
1951.5	2.583	33.2761
1951.625	2.583	31.999
1951.75	2.581	30.3964
1951.875	2.57823	28.6938
1952	2.57546	27.3228
1952.125	2.57022	26.9334
1952.25	2.56622	28.2354
1952.375	2.56021	29.8955
1952.5	2.559	31.0595
1952.625	2.5618	31.5
1952.75	2.56681	31.481
1952.875	2.57	31.6816
1953	2.57018	31.9823
1953.125	2.567	31.9
1953.25	2.56516	31.3493
1953.375	2.563	29.9948
1953.5	2.5637	27.7364
1953.625	2.57371	24.2161
1953.75	2.58272	21.211
1953.875	2.58987	19.4265
1954	2.59487	19.537
1954.125	2.59888	21.7924
1954.25	2.601	25.4094
1954.375	2.601	28.5252
1954.5	2.5972	29.5
1954.625	2.58156	27.9752
1954.75	2.56226	24.8614
1954.875	2.55292	21.8569
1955	2.55678	19.0449
1955.125	2.57466	16.9411
1955.25	2.59075	15.2248
1955.375	2.59894	14.1056
1955.5	2.60005	13.8901
1955.625	2.59504	14.5828
1955.75	2.59104	16.0854
1955.875	2.58706	18.4819
1956	2.582	21.7762
1956.125	2.58	25.2896
1956.25	2.57999	27.4978
1956.375	2.58299	28.4
1956.5	2.588	28.2001
1956.625	2.59501	27.699
1956.75	2.6	26.8977
1956.875	2.59998	25.8929
1957	2.59598	24.2903
1957.125	2.59397	22.5877
1957.25	2.59196	21.4963
1957.375	2.59104	21.4087
1957.5	2.593	22.1
1957.625	2.592	21.9887
1957.75	2.593	20.8812
1957.875	2.59507	20.0862
1958	2.60108	19.8076
1958.125	2.60716	20.2164
1958.25	2.613	21.0265
1958.375	2.61191	21.9284
1958.5	2.6048	22.7202
1958.625	2.59678	23.2
1958.75	2.58989	22.8658
1958.875	2.58724	21.6639
1959	2.59525	20.262
1959.125	2.6054	19.06
1959.25	2.61314	18.486
1959.375	2.61485	18.7292
1959.5	2.6097	19.8762
1959.625	2.60084	22.0271
1959.75	2.59383	25.2157
1959.875	2.594	27.9202
1960	2.58764	30.6247
1960.125	2.581	32.4
1960.25	2.57881	32.6
1960.375	2.576	32.8197
1960.5	2.5748	33.5407
1960.625	2.57079	34.463
1960.75	2.56578	35.2217
1960.875	2.56178	35.6
1961	2.56	35.6
1961.125	2.562	35.7
1961.25	2.56224	36.0242
1961.375	2.564	36.9746
1961.5	2.55923	37.5745
1961.625	2.54848	37.6261
1961.75	2.53973	38
1961.875	2.53573	38.1
1962	2.536	37.7439
1962.125	2.54057	36.6139
1962.25	2.54759	34.8239
1962.375	2.5546	32.71
1962.5	2.56061	31.4387
1962.625	2.56863	31.4313
1962.75	2.56568	33.3234
1962.875	2.56067	35.4628
1963	2.55667	36.8664
1963.125	2.55334	37.2647
1963.25	2.55734	35.8621
1963.375	2.5647	33.1542
1963.5	2.57407	29.9139
1963.625	2.58273	26.8452
1963.75	2.58874	24.3518
1963.875	2.593	22.787
1964	2.593	21.3467
1964.125	2.60017	20.4221
1964.25	2.60919	20.1396
1964.375	2.6132	20.5805
1964.5	2.60677	21.4818
1964.625	2.59234	22.5246
1964.75	2.58073	23.5265
1964.875	2.57357	24.8712
1965	2.56813	26.9042
1965.125	2.564	29.2323
1965.25	2.563	30.6895
1965.375	2.56545	31.1454
1965.5	2.57538	29.6699
1965.625	2.581	28.06
