2360	113.3
2360.125	114.76
2360.25	118.61
2360.375	123.95
2360.5	128.02
2360.625	128.07
2360.75	124.48
2360.875	120.39
2361	118.04
2361.125	116.55
2361.25	115.31
2361.375	115.98
2361.5	118.75
2361.625	120.34
2361.75	118.61
2361.875	115.8
2362	115.07
2362.125	116.01
2362.25	116.75
2362.375	116.59
2362.5	116.13
2362.625	115.81
2362.75	115.5
2362.875	114.71
2363	113.12
2363.125	111.49
2363.25	110.63
2363.375	110.35
2363.5	110.11
2363.625	109.74
2363.75	109.59
2363.875	109.9
2364	110.78
2364.125	112.08
2364.25	113.09
2364.375	113.12
2364.5	111.83
2364.625	109.73
2364.75	108.45
2364.875	109.43
2365	112.17
2365.125	114.18
2365.25	113.75
2365.375	112.51
2365.5	113.09
2365.625	115.28
2365.75	117.08
2365.875	117.51
2366	117.15
2366.125	116.51
2366.25	115.48
2366.375	114.37
2366.5	114.22
2366.625	115.63
2366.75	117.75
2366.875	119.18
2367	120.12
2367.125	121.61
2367.25	122.96
2367.375	121.78
2367.5	117.7
2367.625	113.82
2367.75	112.96
2367.875	115.02
2368	117.64
2368.125	119.51
2368.25	121.19
2368.375	123.23
2368.5	124.79
2368.625	124.56
2368.75	122.36
2368.875	119.22
2369	116.18
2369.125	113.9
2369.25	112.97
2369.375	113.65
2369.5	115.62
2369.625	117.65
2369.75	118.42
2369.875	117.7
2370	116.53
2370.125	115.72
2370.25	115.11
2370.375	114.31
2370.5	114.04
2370.625	115.49
2370.75	118.54
2370.875	121.19
2371	121.48
2371.125	119.37
2371.25	116.38
2371.375	114.22
2371.5	113.43
2371.625	113.76
2371.75	115.04
2371.875	116.81
2372	117.76
2372.125	116.78
2372.25	114.59
2372.375	113.41
2372.5	114.31
2372.625	116.15
2372.75	117.34
2372.875	117.73
2373	117.86
2373.125	117.72
2373.25	116.15
2373.375	111.86
2373.5	105.07
2373.625	98.49
2373.75	95.43
2373.875	96.79
2374	100.86
2374.125	104.99
2374.25	107.98
2374.375	109.76
2374.5	110.41
2374.625	110.16
2374.75	109.44
2374.875	108.69
2375	108.38
2375.125	108.57
2375.25	109.01
2375.375	109.37
2375.5	109.22
2375.625	108.19
2375.75	106.2
2375.875	103.56
2376	101.48
2376.125	101.64
2376.25	104.72
2376.375	109.49
2376.5	113.49
2376.625	115.42
2376.75	115.94
2376.875	115.73
2377	115.04
2377.125	114.18
2377.25	113.06
2377.375	111.1
2377.5	108.92
2377.625	107.96
2377.75	108.22
2377.875	108.45
2378	108.59
2378.125	110.03
2378.25	112.77
2378.375	115
2378.5	115.64
2378.625	115.33
2378.75	114.98
2378.875	113.7
2379	109.47
2379.125	102.24
2379.25	95.93
2379.375	95.11
2379.5	100.67
2379.625	108.49
2379.75	113.38
2379.875	113.64
2380	111.46
2380.125	109.54
2380.25	108.12
2380.375	106.36
2380.5	104.58
2380.625	103.85
2380.75	104.06
2380.875	104.56
2381	105.84
2381.125	108.37
2381.25	110.6
2381.375	110.56
2381.5	108.49
2381.625	106.68
2381.75	106.3
2381.875	106.44
2382	106.33
2382.125	106.58
2382.25	107.82
2382.375	109.22
2382.5	109.79
2382.625	109.7
2382.75	109.63
2382.875	109.52
2383	108.84
2383.125	108.18
2383.25	108.69
2383.375	110.67
2383.5	112.89
2383.625	113.17
2383.75	110.86
2383.875	107.54
2384	104.59
2384.125	101.97
2384.25	99.41
2384.375	97.69
2384.5	97.66
2384.625	99.09
2384.75	101.07
2384.875	102.97
2385	104.89
2385.125	107.23
2385.25	110.3
2385.375	114.2
2385.5	118.07
2385.625	120.31
2385.75	119.65
2385.875	117.18
2386	115.75
2386.125	116.57
2386.25	117.89
2386.375	117.87
2386.5	117.1
2386.625	116.9
2386.75	117.44
2386.875	118.34
2387	119.51
2387.125	120.37
2387.25	119.42
2387.375	116.58
2387.5	114.41
2387.625	114.95
2387.75	117.71
2387.875	120.51
2388	121.7
2388.125	121.07
2388.25	119.22
2388.375	117.29
2388.5	116.58
2388.625	117.58
2388.75	119.63
2388.875	122.05
2389	124.17
2389.125	124.98
2389.25	123.98
2389.375	122.16
2389.5	120.83
2389.625	119.91
2389.75	118.39
2389.875	116.81
2390	116.66
2390.125	118.36
2390.25	121.3
2390.375	124.28
2390.5	126.47
2390.625	127.48
2390.75	128.22
2390.875	130.3
2391	133.4
2391.125	134.98
2391.25	133.52
2391.375	130.55
2391.5	128.3
2391.625	127.51
2391.75	127.72
2391.875	128.68
2392	129.72
2392.125	129.69
2392.25	128.6
2392.375	127.75
2392.5	127.97
2392.625	128.85
2392.75	129.26
2392.875	128.95
2393	128.07
2393.125	127.09
2393.25	126.72
2393.375	127.15
2393.5	127.85
2393.625	128.07
2393.75	127.46
2393.875	126.72
2394	126.42
2394.125	126.53
2394.25	126.45
2394.375	125.56
2394.5	124.77
2394.625	125.4
2394.75	127.46
2394.875	129.58
2395	130.41
2395.125	129.62
2395.25	128.03
2395.375	126.66
2395.5	126.28
2395.625	126.34
2395.75	125.38
2395.875	123.19
2396	121.46
2396.125	121.73
2396.25	123.5
2396.375	124.9
2396.5	124.56
2396.625	122.82
2396.75	121.19
2396.875	121.37
2397	122.89
2397.125	123.49
2397.25	121.8
2397.375	119.5
2397.5	118.19
2397.625	116.76
2397.75	113.4
2397.875	108.28
2398	103.31
2398.125	100.26
2398.25	100.04
2398.375	101.42
2398.5	101.55
2398.625	98.06
2398.75	92.71
2398.875	89.47
2399	90.47
2399.125	94.13
2399.25	98.13
2399.375	100.85
2399.5	101.34
2399.625	99.4
2399.75	97.65
2399.875	99.48
2400	105.16
2400.125	110.32
2400.25	111.83
2400.375	110.22
2400.5	107.76
2400.625	105.66
2400.75	105.08
2400.875	107.82
2401	113.95
2401.125	120.06
2401.25	123.44
2401.375	124.06
2401.5	123.62
2401.625	122.92
2401.75	121.68
2401.875	120.12
2402	118.72
2402.125	116.78
2402.25	112.99
2402.375	107.2
2402.5	101.19
2402.625	96.81
2402.75	94.27
2402.875	92.1
2403	89.15
2403.125	85.93
2403.25	84.47
2403.375	86.81
2403.5	93.34
2403.625	101.39
2403.75	107.92
2403.875	111.05
2404	111.69
2404.125	111.94
2404.25	113.62
2404.375	116.86
2404.5	120.25
2404.625	122.2
2404.75	122.47
2404.875	121.88
2405	121.2
2405.125	120.03
2405.25	117.08
2405.375	112.17
2405.5	106.05
2405.625	99.68
2405.75	94.37
2405.875	92.85
2406	97.74
2406.125	107.44
2406.25	116.82
2406.375	121.92
2406.5	123.02
2406.625	122.33
2406.75	121.55
2406.875	121.04
2407	120.06
2407.125	118.09
2407.25	115.87
2407.375	114.79
2407.5	114.85
2407.625	115.51
2407.75	116.64
2407.875	117.2
2408	115.78
2408.125	112.79
2408.25	109.56
2408.375	106.25
2408.5	102.48
2408.625	99.21
2408.75	98.88
2408.875	101.74
2409	106.41
2409.125	111.65
2409.25	117.5
2409.375	123.07
2409.5	125.49
2409.625	122.95
2409.75	117.33
2409.875	112.76
2410	110.94
2410.125	111.09
2410.25	111.87
2410.375	112.64
2410.5	112.41
2410.625	110.47
2410.75	107.45
2410.875	103.71
2411	98.16
2411.125	90
2411.25	81.37
2411.375	75.17
2411.5	71.87
2411.625	69.76
2411.75	68.08
2411.875	67.28
2412	67.67
2412.125	69.29
2412.25	72.03
2412.375	74.89
2412.5	76.17
2412.625	74.98
2412.75	71.82
2412.875	68.48
2413	67.17
2413.125	69.02
2413.25	73.68
2413.375	78.79
2413.5	82.42
2413.625	84.21
2413.75	85.27
2413.875	86.94
2414	89.09
2414.125	89.85
2414.25	87.74
2414.375	84.83
2414.5	84.11
2414.625	86.33
2414.75	89.41
2414.875	92.71
2415	97.77
2415.125	104.93
2415.25	112.17
2415.375	115.87
2415.5	114.38
2415.625	108.37
2415.75	100.98
2415.875	94.1
2416	86.71
2416.125	78.91
2416.25	73.35
2416.375	73.08
2416.5	76.56
2416.625	81.34
2416.75	86.62
2416.875	92.34
2417	97.2
2417.125	99.85
2417.25	99.96
2417.375	97.51
2417.5	93.36
2417.625	88.79
2417.75	84.41
2417.875	79.8
2418	74.74
2418.125	70.8
2418.25	69.71
2418.375	71.96
2418.5	76.12
2418.625	80.36
2418.75	84.44
2418.875	89.95
2419	97.21
2419.125	103.62
2419.25	105.65
2419.375	102.67
2419.5	96.61
2419.625	89.44
2419.75	81.47
2419.875	73.9
2420	68.86
2420.125	67.68
2420.25	68.98
2420.375	70.81
2420.5	72.34
2420.625	73.5
2420.75	75.21
2420.875	79.15
2421	84.77
2421.125	89.2
2421.25	88.44
2421.375	83.4
2421.5	78.26
2421.625	77.93
2421.75	82.04
2421.875	85.82
2422	84.59
2422.125	79.72
2422.25	75.73
2422.375	75.13
2422.5	77.15
2422.625	80.03
2422.75	82.64
2422.875	84.7
2423	85.57
2423.125	84.15
2423.25	79.47
2423.375	72.43
2423.5	65.82
2423.625	62.18
2423.75	61.74
2423.875	63.08
2424	64.63
2424.125	66.27
2424.25	68.31
2424.375	69.67
2424.5	69.65
2424.625	69.1
2424.75	69.16
2424.875	69.74
2425	71.62
2425.125	77.57
2425.25	88.07
2425.375	100.02
2425.5	108.9
2425.625	112.96
2425.75	111.92
2425.875	108.26
2426	104.86
2426.125	104.03
2426.25	104.56
2426.375	104.05
2426.5	101.79
2426.625	98.68
2426.75	95.68
2426.875	92.82
2427	89.68
2427.125	87.18
2427.25	86.48
2427.375	87.21
2427.5	86.74
2427.625	83.37
2427.75	78.27
2427.875	74.69
2428	74.32
2428.125	77.14
2428.25	80.44
2428.375	81.43
2428.5	79.7
2428.625	77.95
2428.75	79.34
2428.875	86.01
2429	96.24
2429.125	106.82
2429.25	113.87
2429.375	116.4
2429.5	115.13
2429.625	111.64
2429.75	107.58
2429.875	103.48
2430	99.14
2430.125	94.63
2430.25	90.45
2430.375	85.86
2430.5	79.71
2430.625	72.35
2430.75	66.44
2430.875	64.17
2431	65.77
2431.125	69.56
2431.25	74.22
2431.375	78.37
2431.5	80.62
2431.625	79.89
2431.75	77.27
2431.875	74.6
2432	72.41
2432.125	69.87
2432.25	66.89
2432.375	65.57
2432.5	66.76
2432.625	69.55
2432.75	72.49
2432.875	75.1
2433	77.74
2433.125	80.69
2433.25	83.3
2433.375	84.98
2433.5	85.98
2433.625	86.31
2433.75	85.61
2433.875	84.37
2434	83.68
2434.125	83.84
2434.25	83.42
2434.375	80.96
2434.5	76.83
2434.625	72.79
2434.75	70.23
2434.875	69.43
2435	70.05
2435.125	72.1
2435.25	75.27
2435.375	78.68
2435.5	81.8
2435.625	84.17
2435.75	84.4
2435.875	82.29
2436	80.23
2436.125	80.41
2436.25	82.33
2436.375	84.25
2436.5	85.73
2436.625	87.18
2436.75	87.91
2436.875	87.22
2437	85.37
2437.125	83.37
2437.25	83.44
2437.375	85.92
2437.5	89.08
2437.625	90.23
2437.75	89.2
2437.875	88.25
2438	88.32
2438.125	88.18
2438.25	86.47
2438.375	83.45
2438.5	80.23
2438.625	78.08
2438.75	76.91
2438.875	75.48
2439	72.67
2439.125	68.81
2439.25	64.41
2439.375	60.45
2439.5	57.41
2439.625	56.45
2439.75	58.92
2439.875	65.06
2440	73.57
2440.125	80.33
2440.25	82.9
2440.375	81.17
2440.5	77.27
2440.625	72.87
2440.75	69.34
2440.875	66.73
2441	64.63
2441.125	62.84
2441.25	61.51
2441.375	60.67
2441.5	59.89
2441.625	59.06
2441.75	59.04
2441.875	59.65
2442	59.92
2442.125	59.29
2442.25	58.53
2442.375	58.47
2442.5	58.95
2442.625	59.53
2442.75	59.6
2442.875	58.67
2443	57.06
2443.125	55.89
